iteration,dataset,missing_ratio,variant,mae,rmse,dtw,snr,lsd,coherence_mean,total_power,peak_freq,spectral_slope,bp_delta,bp_theta,bp_alpha,bp_beta,bp_gamma
7,bci_iv2a_s1,0.3,TRSS-Full,2.0811083058704735e-06,5.423696528961499e-06,2.3062501441202902e-05,5.704514866806046,0.20060170437322491,0.9700676910874513,4.495142026921249e-08,1.0,-1.8383386308275333,2.4041031058543423e-08,9.550608772931866e-09,4.560047341921559e-09,5.6706179759758574e-09,1.1291151198397893e-09
7,bci_iv2a_s1,0.3,TRSS-NoTemporal,2.1049420372208303e-06,5.512520456625459e-06,2.401835147830231e-05,5.5456523775433055,0.2108199436537534,0.9700572973131848,4.489558844034859e-08,1.0,-1.8448053779057734,2.404028822715424e-08,9.548748149926616e-09,4.5537590863879935e-09,5.6405899156782695e-09,1.1122030612014672e-09
7,bci_iv2a_s1,0.3,Spatial-Only Spline,1.8267694444444443e-06,4.704614091119937e-06,1.6921352208418e-05,7.23105308539459,0.13118231169579656,0.9600672777565353,4.907843928666828e-08,1.0,-1.827732410866713,2.5901474467155168e-08,1.0085796783701976e-08,5.2025911624956375e-09,6.608959308809249e-09,1.2796175645062497e-09
8,bci_iv2a_s1,0.3,TRSS-Full,2.161462889432054e-06,5.494171794679302e-06,2.0876070906121193e-05,5.115772758191618,0.18105123175224783,0.9448364241934892,4.654905975076501e-08,1.0,-1.8616722590032047,2.5018152900920407e-08,9.934297860437052e-09,4.733727735963732e-09,5.735650952446031e-09,1.1272303009977874e-09
8,bci_iv2a_s1,0.3,TRSS-NoTemporal,2.1819881994951455e-06,5.571986647242305e-06,2.176119380935187e-05,4.960938627403947,0.1910829813521334,0.9447950166467126,4.648713919525272e-08,1.0,-1.8685857266391506,2.501723492187811e-08,9.932071093900127e-09,4.726383432485368e-09,5.702405642587586e-09,1.1090441044015277e-09
8,bci_iv2a_s1,0.3,Spatial-Only Spline,2.260684288194444e-06,5.703437285563542e-06,1.9052179289169733e-05,4.834914867038164,0.13968973272381124,0.9465269626147398,5.0822409714108455e-08,1.0,-1.8531097565070567,2.696043927661852e-08,1.057192605204046e-08,5.373019796333932e-09,6.6437706575159735e-09,1.2732539315995684e-09
9,bci_iv2a_s1,0.3,TRSS-Full,3.2811397143651217e-06,1.2439869237625713e-05,3.128325849860648e-05,5.934631321541008,0.19564382387899723,0.9478728566049744,3.697307788158955e-08,1.0,-1.8388970341080038,1.851369741314301e-08,8.197469341677602e-09,3.996587032579695e-09,5.344960288654129e-09,9.203638055351158e-10
9,bci_iv2a_s1,0.3,TRSS-NoTemporal,3.3043991122833823e-06,1.2477597452311885e-05,3.215062100974128e-05,5.757976769848197,0.20629417712980924,0.9478702048069052,3.690941332265235e-08,1.0,-1.8471591833835748,1.8512429949912476e-08,8.194488946184386e-09,3.9887607369311196e-09,5.311405057709349e-09,9.023286319150196e-10
9,bci_iv2a_s1,0.3,Spatial-Only Spline,3.0607393229166666e-06,1.1714446244149463e-05,2.640563027123751e-05,6.541757254133805,0.1446405691894614,0.9369848926237342,4.0342137590781776e-08,1.0,-1.8236502658701679,1.991802934062167e-08,8.56235848928351e-09,4.587463606015557e-09,6.225449702750465e-09,1.0488364521105714e-09
0,bci_iv2a_s1,0.4,TRSS-Full,4.717294311716739e-06,1.3617718906630422e-05,4.7528806381450826e-05,4.064853030084985,0.3782891930337923,0.9230935391469975,3.4508649137912117e-08,1.0,-1.914724507114242,1.773097864522645e-08,8.023036374649126e-09,3.5069623263428156e-09,4.504308872424534e-09,7.433629192691927e-10
0,bci_iv2a_s1,0.4,TRSS-NoTemporal,4.755015688045269e-06,1.3684554310597095e-05,4.895232663105348e-05,3.9033031099841673,0.3994696619894328,0.9230924420845922,3.444581539755416e-08,1.0,-1.9247299076469513,1.7729491037664124e-08,8.019799373848146e-09,3.4991604178828055e-09,4.471279867639248e-09,7.260847005198321e-10
0,bci_iv2a_s1,0.4,Spatial-Only Spline,4.5458028124999995e-06,1.3243822263878846e-05,3.934838855984807e-05,5.107550632589033,0.21144604561090222,0.904244597449063,4.197795213435223e-08,1.0,-1.8807093748647368,2.1138906301327208e-08,9.014537670142403e-09,4.670594993240718e-09,6.156439334572595e-09,9.97473835069302e-10
1,bci_iv2a_s1,0.4,TRSS-Full,6.301463444904913e-06,2.1006888842886898e-05,6.444197806725496e-05,3.9421537477719975,0.3398095130494033,0.8974231673658463,2.558250616282842e-08,1.0,-1.6092898495513572,1.2821161415175796e-08,3.691080509732318e-09,3.4760006537455803e-09,4.59962661032654e-09,9.946369738481827e-10
1,bci_iv2a_s1,0.4,TRSS-NoTemporal,6.3312239269817605e-06,2.1043614777281157e-05,6.606200024228756e-05,3.8083133029129064,0.35535958982455396,0.8973941039407441,2.5504702746914414e-08,1.0,-1.620960109704161,1.2820263054911562e-08,3.6889911863260788e-09,3.4675209739625637e-09,4.559890392048497e-09,9.68037139665712e-10
1,bci_iv2a_s1,0.4,Spatial-Only Spline,4.912331979166667e-06,1.8602891019652726e-05,4.7209487208109694e-05,7.437330487569102,0.22462189645251868,0.9349428053693731,3.008589536248382e-08,1.0,-1.5953130366033623,1.4279034828401894e-08,4.171191301614574e-09,4.399724613123344e-09,6.023449190285376e-09,1.2124954290586313e-09
2,bci_iv2a_s1,0.4,TRSS-Full,7.102261470977557e-06,2.3136580811808045e-05,7.557931927250606e-05,4.1983018670989,0.4132954345563124,0.8979303033369906,1.6179389448396843e-08,1.6,-1.5282597717829616,6.533822558696856e-09,2.0933001257394062e-09,2.8184206959154145e-09,4.056575739358678e-09,6.772703286864877e-10
2,bci_iv2a_s1,0.4,TRSS-NoTemporal,7.1308432673557665e-06,2.317064495788826e-05,7.705582725825014e-05,4.059843748964105,0.4322943637886154,0.8978942294632059,1.611521163468328e-08,1.6,-1.540699185810171,6.53304780409476e-09,2.091653386920124e-09,2.810711831421346e-09,4.020773325623922e-09,6.590252866231274e-10
2,bci_iv2a_s1,0.4,Spatial-Only Spline,6.479367916666666e-06,2.1696053543511747e-05,6.030450974709875e-05,6.2308155360623605,0.2519825919613833,0.8941426429912118,2.2026138122654728e-08,1.6,-1.54164225459574,8.92022058347617e-09,2.8214113129084906e-09,3.8453031254990125e-09,5.539325656457341e-09,8.998774443137128e-10
3,bci_iv2a_s1,0.4,TRSS-Full,4.412314364073138e-06,1.324265808453174e-05,4.414410811053454e-05,5.340085799973392,0.3262086407833287,0.9138002130671264,3.519749148503075e-08,1.0,-1.905524946246356,1.785914035417569e-08,8.158798136383841e-09,3.685770593296677e-09,4.720470585588701e-09,7.733118155858406e-10
3,bci_iv2a_s1,0.4,TRSS-NoTemporal,4.442525454346183e-06,1.3299118587070615e-05,4.528949685191085e-05,5.173379774552592,0.3454626539584217,0.913770264042848,3.511767412745502e-08,1.0,-1.9173160923491281,1.7857237610689435e-08,8.154054122979874e-09,3.675723748357951e-09,4.678999944765662e-09,7.516587006620953e-10
3,bci_iv2a_s1,0.4,Spatial-Only Spline,4.334201145833333e-06,1.3022196907442706e-05,3.8956089514658785e-05,5.950730253378741,0.2135529282813552,0.9048440569930402,4.1451846270970125e-08,1.0,-1.8760755902905675,2.0682670872190237e-08,8.894244210171058e-09,4.708202321652967e-09,6.181351192151532e-09,9.853776748043336e-10
4,bci_iv2a_s1,0.4,TRSS-Full,6.023407884655883e-06,2.0823090998496916e-05,6.188696527930654e-05,4.649334456512748,0.3210131975812323,0.9112581017056235,2.537015822803011e-08,1.0,-1.60527959759255,1.2549444339786266e-08,3.6894772405132313e-09,3.5194931046679216e-09,4.616784046256815e-09,9.949594968058759e-10
4,bci_iv2a_s1,0.4,TRSS-NoTemporal,6.056551782370751e-06,2.085918893506349e-05,6.35046742931537e-05,4.4998854635863665,0.33560180093314174,0.911239104342223,2.528957330175975e-08,1.0,-1.6169060913198894,1.2548531320114308e-08,3.6873620809544313e-09,3.510412186860786e-09,4.574795857115642e-09,9.68471856714581e-10
4,bci_iv2a_s1,0.4,Spatial-Only Spline,5.021408541666666e-06,1.8716318505508987e-05,4.7725738513803504e-05,7.026487858170496,0.222402316009376,0.9314544513066793,2.988480967708569e-08,1.0,-1.589209349952608,1.4022387295863312e-08,4.186614863880659e-09,4.45355442289902e-09,6.0036113125810926e-09,1.2186417818616036e-09
5,bci_iv2a_s1,0.4,TRSS-Full,5.4963812113061255e-06,1.9456333525076817e-05,5.783215262418774e-05,4.571400204462362,0.3332244207917469,0.9313276500476423,2.6724250327702147e-08,1.0,-1.6539716109011278,1.3707247272997095e-08,3.906109783880724e-09,3.5670412726670265e-09,4.5811264130699835e-09,9.627255850873173e-10
5,bci_iv2a_s1,0.4,TRSS-NoTemporal,5.528556628974882e-06,1.9498422838280108e-05,5.9426482977576224e-05,4.407355709026194,0.3517726855162918,0.9313040024393956,2.6652810995510805e-08,1.0,-1.6642963079947,1.3706459080123013e-08,3.9043110361417176e-09,3.558932631797102e-09,4.5426066233895675e-09,9.405016240594041e-10
5,bci_iv2a_s1,0.4,Spatial-Only Spline,4.827728854166667e-06,1.8191956891086244e-05,4.5371968952444576e-05,6.679057791796181,0.22123260180334392,0.9225882733264592,3.234720930139751e-08,1.0,-1.6483853482317055,1.5919542274887787e-08,4.5948067693565545e-09,4.600953810864734e-09,6.03051743300833e-09,1.2013890132801052e-09
6,bci_iv2a_s1,0.4,TRSS-Full,4.4356493224061924e-06,1.329351641157187e-05,4.6356169152301576e-05,4.706353864146607,0.3880586069498429,0.9261451228626669,3.480359609293111e-08,1.0,-1.8734594012741939,1.7748944742794146e-08,8.009971144977077e-09,3.5990433748084496e-09,4.654425140240148e-09,7.912116901112933e-10
6,bci_iv2a_s1,0.4,TRSS-NoTemporal,4.470987927846769e-06,1.3356534060252653e-05,4.7679800940663336e-05,4.544697821933343,0.4100611218554192,0.9261163163584769,3.474227689063346e-08,1.0,-1.8823386757254217,1.7747539635615075e-08,8.006817884774029e-09,3.591264206678866e-09,4.622353779819795e-09,7.743013837456984e-10
6,bci_iv2a_s1,0.4,Spatial-Only Spline,3.7358509375e-06,1.1957376071448038e-05,3.247448532781376e-05,7.015932715068137,0.19778301824367833,0.9165361740966066,4.183107228262961e-08,1.0,-1.8420790225241068,2.0828610401730587e-08,8.972208999280568e-09,4.715905264007839e-09,6.276025454017925e-09,1.0383221635926947e-09
7,bci_iv2a_s1,0.4,TRSS-Full,4.307166481556239e-06,1.3054898498930396e-05,4.219981960606846e-05,5.148727716443188,0.3123281212731559,0.9282709740551417,3.492312678485725e-08,1.0,-1.8524437575334822,1.7767680252709025e-08,7.878146964924362e-09,3.609195304600487e-09,4.830764819880179e-09,8.37339442743197e-10
7,bci_iv2a_s1,0.4,TRSS-NoTemporal,4.3410071683928126e-06,1.3112012353634684e-05,4.351407217884223e-05,4.995710920875195,0.3289500938396174,0.9282472707786714,3.4843598441174055e-08,1.0,-1.8638261066929944,1.7766232828002932e-08,7.874808900054762e-09,3.5995525272782333e-09,4.788422791597423e-09,8.145813942407036e-10
7,bci_iv2a_s1,0.4,Spatial-Only Spline,4.003554791666666e-06,1.2277816041437038e-05,3.405737389776498e-05,6.041724321288332,0.20891566467575082,0.9165500485265258,4.119697812094869e-08,1.0,-1.8320252238454195,2.063578653326295e-08,8.678123015843058e-09,4.577489024316077e-09,6.2573576605437256e-09,1.0482218869828768e-09
8,bci_iv2a_s1,0.4,TRSS-Full,5.562646707489325e-06,1.95155723803032e-05,5.8166104660227755e-05,4.220375439815674,0.36348902391994364,0.9221400428075254,2.6977802381233573e-08,1.0,-1.6689242682832481,1.3934807912166997e-08,3.959809546499544e-09,3.5889721686229695e-09,4.546010515762231e-09,9.482022381818315e-10
8,bci_iv2a_s1,0.4,TRSS-NoTemporal,5.594454188077692e-06,1.9558361126884196e-05,5.978598332209864e-05,4.066321001154368,0.38169555467347466,0.922096761642205,2.6910518413714778e-08,1.0,-1.6786295330884213,1.3933993212570588e-08,3.958037834089915e-09,3.581175599731746e-09,4.509897094126388e-09,9.274146731961397e-10
8,bci_iv2a_s1,0.4,Spatial-Only Spline,4.950505416666666e-06,1.8222366285131958e-05,4.5852974379236924e-05,6.17979263698145,0.22164378216061628,0.9196312671276032,3.296587692103945e-08,1.0,-1.661917184670341,1.6312145085685556e-08,4.718416727147628e-09,4.6788030187291344e-09,6.0617391985185166e-09,1.194772890958615e-09
9,bci_iv2a_s1,0.4,TRSS-Full,4.245334807086394e-06,1.2964374771955292e-05,4.336337495735573e-05,5.419761098304489,0.30217208999290956,0.9384442287457813,3.4427025511104874e-08,1.0,-1.8521371550413457,1.740927608598585e-08,7.88424639079415e-09,3.5650108062471717e-09,4.73947702399363e-09,8.290152040840719e-10
9,bci_iv2a_s1,0.4,TRSS-NoTemporal,4.2822923338408925e-06,1.3025439701667188e-05,4.474737080467316e-05,5.244892840723354,0.3199715525515904,0.9384355562273601,3.43498099436469e-08,1.0,-1.863518105668703,1.74078680079472e-08,7.88084872489884e-09,3.555682203527679e-09,4.6986781148108024e-09,8.06732892462374e-10
9,bci_iv2a_s1,0.4,Spatial-Only Spline,3.889068020833332e-06,1.2148614542199263e-05,3.380417453680346e-05,6.662038696277574,0.1943224973447621,0.9194881160701349,4.0727709348785155e-08,1.0,-1.8295777754458147,2.0226465648694764e-08,8.717040569708953e-09,4.547236708084101e-09,6.189301398129248e-09,1.04766502416809e-09
0,eegbci_s1r1,0.1,TRSS-Full,1.8032343906357912e-06,7.448175757633896e-06,1.6999894124915442e-05,6.235121946114478,0.058957991425548965,0.9923643140313758,6.077532356468805e-08,1.0,-1.434683375717677,2.9045210722694467e-08,8.471261117706612e-09,1.0798721558283669e-08,9.737950410153212e-09,2.7221797558500836e-09
0,eegbci_s1r1,0.1,TRSS-NoTemporal,1.8173663507428139e-06,7.504619770147793e-06,1.7216712021075644e-05,6.145650408837625,0.06479731360383365,0.9923538240102836,6.068220512954541e-08,1.0,-1.4389870430535676,2.90425851946912e-08,8.467667817837232e-09,1.078211777708384e-08,9.697371557801237e-09,2.6924627821319062e-09
0,eegbci_s1r1,0.1,Spatial-Only Spline,1.7767322198275859e-06,7.2982766082712826e-06,1.5944501551837116e-05,5.989918557374289,0.06257559900769116,0.9787603716841176,6.224216961973234e-08,1.0,-1.4446416784853355,2.98032081167307e-08,8.662622231574394e-09,1.1085273212562879e-08,9.957798086568608e-09,2.733267972295759e-09
1,eegbci_s1r1,0.1,TRSS-Full,1.5152759547194545e-06,6.200501952454213e-06,1.4889467318960783e-05,6.467086460006638,0.06409753652319786,0.984488138446982,6.16514535354421e-08,1.0,-1.4514056825896042,2.9591414387324976e-08,8.63384392377559e-09,1.1006454443721755e-08,9.735781232893161e-09,2.6839595477266113e-09
1,eegbci_s1r1,0.1,TRSS-NoTemporal,1.5248382869475929e-06,6.248176757700155e-06,1.5045501809354202e-05,6.3915684140930376,0.06999286454133266,0.9844895227423591,6.156288924744159e-08,1.0,-1.4558495832485685,2.9588835889812692e-08,8.630461565561258e-09,1.0991333280744376e-08,9.698095044822061e-09,2.6541634665012004e-09
1,eegbci_s1r1,0.1,Spatial-Only Spline,1.7022144396551723e-06,7.097780407375137e-06,1.532232757640689e-05,5.329223238180804,0.06846196972578046,0.9714719355160224,6.333407568031681e-08,1.0,-1.4623845548742116,3.0437491037667354e-08,8.855879610656352e-09,1.1357267551270171e-08,9.987766212906744e-09,2.6956712678161945e-09
2,eegbci_s1r1,0.1,TRSS-Full,1.514860838422767e-06,6.1632828032030985e-06,1.4360498340363653e-05,7.192376039750864,0.06097934042309601,0.9888522890004542,6.122451800900288e-08,1.0,-1.4472294717340861,2.936240663434923e-08,8.543481491298166e-09,1.0914590544696948e-08,9.722392959341117e-09,2.6816463793174244e-09
2,eegbci_s1r1,0.1,TRSS-NoTemporal,1.5288926772835137e-06,6.218841868640505e-06,1.4606288290718648e-05,7.102419259157776,0.0661406112946982,0.9888516246521133,6.112320535200721e-08,1.0,-1.4517903870137159,2.9359475167742406e-08,8.539556005942717e-09,1.0896350272049866e-08,9.677340041194538e-09,2.650483865077682e-09
2,eegbci_s1r1,0.1,Spatial-Only Spline,1.5730542834051722e-06,6.622384108391497e-06,1.4694777180491106e-05,6.836969360548193,0.06776178664831192,0.9779547708715859,6.233258480275883e-08,1.0,-1.456428925871942,2.9937960893024196e-08,8.699663620037016e-09,1.1132178128837621e-08,9.882016233555434e-09,2.680765927304565e-09
3,eegbci_s1r1,0.1,TRSS-Full,1.621106187108557e-06,6.697179291654273e-06,1.5534451471511174e-05,5.9151522991110355,0.07012782879353906,0.9827079932922229,6.147697115337021e-08,1.0,-1.4510947131341783,2.9490505143471592e-08,8.606497229067132e-09,1.0979414265200998e-08,9.733571389382325e-09,2.666983126248161e-09
3,eegbci_s1r1,0.1,TRSS-NoTemporal,1.6310854661759143e-06,6.741021728320194e-06,1.5663225102562908e-05,5.857064619493836,0.07575414411517101,0.9827057932194275,6.137880865956898e-08,1.0,-1.4553623535118856,2.948803172766441e-08,8.602733293825711e-09,1.0962332164468671e-08,9.687844602628728e-09,2.6378668709814548e-09
3,eegbci_s1r1,0.1,Spatial-Only Spline,1.7678939924568966e-06,7.376490299623474e-06,1.5021272801463001e-05,5.3710233589909535,0.07063974203090195,0.9708478866411872,6.29810458180612e-08,1.0,-1.4600148090730334,3.029907658773119e-08,8.818152802091047e-09,1.127258663955039e-08,9.908964557206332e-09,2.682265231482231e-09
4,eegbci_s1r1,0.1,TRSS-Full,1.713913629372989e-06,7.172704723251892e-06,1.6111786746217153e-05,5.106594422882732,0.08009588260303097,0.970422425323052,6.207245645936384e-08,1.0,-1.490304769295206,3.007082285650467e-08,8.780889478710438e-09,1.1100880224691943e-08,9.575203010390019e-09,2.5446608890667697e-09
4,eegbci_s1r1,0.1,TRSS-NoTemporal,1.7231342804091183e-06,7.205513375186534e-06,1.613379955049725e-05,5.050524617490578,0.08561789008572221,0.970426438101944,6.198916670723502e-08,1.0,-1.4946718191183026,3.0068915239139694e-08,8.777621895168993e-09,1.1087090904336289e-08,9.53870666662525e-09,2.5168320019647915e-09
4,eegbci_s1r1,0.1,Spatial-Only Spline,1.8797966056034481e-06,7.733404974962927e-06,1.5377750386437515e-05,4.299016301336264,0.0770411209305693,0.9600994580871358,6.40770360281392e-08,1.0,-1.501716909138088,3.1158343322568967e-08,9.020594276024798e-09,1.1502717036901915e-08,9.833229535127235e-09,2.562151857516281e-09
5,eegbci_s1r1,0.1,TRSS-Full,1.3290450097930208e-06,5.521719606234789e-06,1.3431517968728832e-05,7.384442596836961,0.06256453523517203,0.989558395490586,6.164640879357091e-08,1.0,-1.4456023294404219,2.9727510125816682e-08,8.556914801825349e-09,1.0949988795496632e-08,9.703775593316781e-09,2.708219477115461e-09
5,eegbci_s1r1,0.1,TRSS-NoTemporal,1.344195435415228e-06,5.583014864653661e-06,1.3567634133887244e-05,7.282385655026385,0.06767597191610347,0.9895563918361603,6.155713205288243e-08,1.0,-1.4493579383410011,2.972515225355251e-08,8.553553725575483e-09,1.0934238998804652e-08,9.66250577299355e-09,2.6816813019562306e-09
5,eegbci_s1r1,0.1,Spatial-Only Spline,1.51763671875e-06,6.285795397583657e-06,1.392306335597499e-05,6.249189803981129,0.06504655170559508,0.9741050340553997,6.30335017357513e-08,1.0,-1.453925290241303,3.045750285072952e-08,8.753387015821555e-09,1.1231467135923997e-08,9.86999839752392e-09,2.7211463357523094e-09
6,eegbci_s1r1,0.1,TRSS-Full,1.5767535206803674e-06,6.381414265227296e-06,1.5114132794326411e-05,6.346763320458869,0.06576020115171351,0.9887847537674836,6.1157627739856e-08,1.0,-1.4435663224696629,2.9369919327427274e-08,8.559542388832646e-09,1.0809310620644935e-08,9.71572364892089e-09,2.7031317540302565e-09
6,eegbci_s1r1,0.1,TRSS-NoTemporal,1.5904322518761296e-06,6.450575242140799e-06,1.5289594461395903e-05,6.245778883820929,0.07156727003570126,0.988781191331504,6.10626481720227e-08,1.0,-1.447727025104503,2.9367407809384392e-08,8.555725184865347e-09,1.0792848708573516e-08,9.672427397939006e-09,2.6742390712604502e-09
6,eegbci_s1r1,0.1,Spatial-Only Spline,1.6014554148706896e-06,6.631902900557032e-06,1.4477791803822828e-05,6.081000933551716,0.06606922561703575,0.9762265550425272,6.272347760235334e-08,1.0,-1.4527550393671724,3.021299855861898e-08,8.754256118382852e-09,1.1111849913657884e-08,9.924040493201692e-09,2.720332518491925e-09
7,eegbci_s1r1,0.1,TRSS-Full,1.5033717612970433e-06,6.244277997858597e-06,1.400248539580226e-05,6.440678462598149,0.06523852160225393,0.986608177579215,6.186945881244272e-08,1.0,-1.449360913958388,2.975716303776344e-08,8.752017807536339e-09,1.0967927317210695e-08,9.680315868499046e-09,2.7120347814331946e-09
7,eegbci_s1r1,0.1,TRSS-NoTemporal,1.5160324171787368e-06,6.300110103169613e-06,1.4200009579295834e-05,6.355855560260103,0.07107938049816079,0.9866086327566534,6.17814073982858e-08,1.0,-1.453456497728825,2.9754651666510975e-08,8.748680287838498e-09,1.0953213193863763e-08,9.640890930631885e-09,2.683971319440669e-09
7,eegbci_s1r1,0.1,Spatial-Only Spline,1.5091183997844828e-06,6.255910069835784e-06,1.3464530035108741e-05,6.517752872460295,0.06447946522327949,0.9791164088049201,6.358230202626162e-08,1.0,-1.4596265674351068,3.059904234056504e-08,9.009229626518789e-09,1.1321193798092152e-08,9.919257530202808e-09,2.7335787308828274e-09
8,eegbci_s1r1,0.1,TRSS-Full,1.585103026006951e-06,6.5898130177752495e-06,1.5009357021167314e-05,6.404668029966563,0.062977326808373,0.9867825523034793,6.16544135469e-08,1.0,-1.4477252989222056,2.9578597675136184e-08,8.716443875894158e-09,1.0967214800700474e-08,9.686087435692775e-09,2.706069759476402e-09
8,eegbci_s1r1,0.1,TRSS-NoTemporal,1.5983000659537448e-06,6.647103090597746e-06,1.5221720797228037e-05,6.3175441330200455,0.06967782343912478,0.9867935446110399,6.156331251276996e-08,1.0,-1.4519134070105895,2.9576029859587152e-08,8.713009376710106e-09,1.0951379054104211e-08,9.645665518353292e-09,2.677228704015205e-09
8,eegbci_s1r1,0.1,Spatial-Only Spline,1.4550538793103448e-06,6.080959327950681e-06,1.3467638476379961e-05,7.020832079666704,0.06430465462075738,0.9783680800973006,6.335144806582302e-08,1.0,-1.4573186576500567,3.042464181362101e-08,8.962443288127737e-09,1.1309385528414979e-08,9.927463402260508e-09,2.7275140333987782e-09
9,eegbci_s1r1,0.1,TRSS-Full,1.6880017661821583e-06,6.961135432596699e-06,1.5944263075577227e-05,5.4193724335048445,0.07836717704082752,0.9745978255565487,6.204782091319483e-08,1.0,-1.4639597918681373,3.000993579542445e-08,8.61701267633166e-09,1.1076636817161358e-08,9.714831375040767e-09,2.6294042492366018e-09
9,eegbci_s1r1,0.1,TRSS-NoTemporal,1.6971655693135491e-06,6.999467686695421e-06,1.6053210729365036e-05,5.363770096011774,0.08367013837357666,0.9745921511341138,6.196034586790403e-08,1.0,-1.4677457531662728,3.0007838964218944e-08,8.613686284172433e-09,1.1061659060820068e-08,9.673619235833663e-09,2.603542322858923e-09
9,eegbci_s1r1,0.1,Spatial-Only Spline,1.7200296336206895e-06,7.036127364378268e-06,1.494187391204222e-05,5.384590148286134,0.07100781580556857,0.969000065450083,6.376570163888538e-08,1.0,-1.4733138914831563,3.0956485034201214e-08,8.849469141828098e-09,1.1409389172673926e-08,9.900277218973755e-09,2.650081071208389e-09
0,eegbci_s1r1,0.2,TRSS-Full,3.6760062465656952e-06,1.0606291649185582e-05,3.480195404922461e-05,5.784437195694262,0.13585594418552357,0.981810032873482,5.591207156949034e-08,1.0,-1.4233125744987596,2.659084303407955e-08,7.859305996491744e-09,9.87313836446325e-09,9.017989692151176e-09,2.5707944823046146e-09
0,eegbci_s1r1,0.2,TRSS-NoTemporal,3.704983670188178e-06,1.0696314013460873e-05,3.525844949169294e-05,5.695625754534213,0.14938614770652245,0.9818238682459924,5.574489500886261e-08,1.0,-1.4317720275615542,2.658637950279775e-08,7.853149299522204e-09,9.84459818870347e-09,8.944955222286404e-09,2.515812795552781e-09
0,eegbci_s1r1,0.2,Spatial-Only Spline,3.2845207331730766e-06,9.599459612984293e-06,2.991340200722493e-05,6.66551510469343,0.12720400355555234,0.9580381065670618,5.954779946243967e-08,1.0,-1.444924104580091,2.8400390916211625e-08,8.377244074143019e-09,1.0598872288532701e-08,9.54848360106661e-09,2.6228085824857177e-09
1,eegbci_s1r1,0.2,TRSS-Full,3.3955609284023803e-06,9.870620648431834e-06,3.314443734981396e-05,5.696310774045997,0.13973379396007368,0.9703724047683019,5.678522870583717e-08,1.0,-1.4361281806490516,2.7169571819537546e-08,7.899526217325886e-09,1.009091137008527e-08,9.078526397942187e-09,2.546692900946279e-09
1,eegbci_s1r1,0.2,TRSS-NoTemporal,3.4186606073227173e-06,9.945629212713547e-06,3.349913622742885e-05,5.619898932268458,0.15331514074189972,0.9703577263579903,5.662367912990829e-08,1.0,-1.4449254948927635,2.71653127068514e-08,7.893773284132633e-09,1.0064899230657589e-08,9.008676863766405e-09,2.491017044500265e-09
1,eegbci_s1r1,0.2,Spatial-Only Spline,3.3674091045673072e-06,9.847680852296406e-06,3.050319370425465e-05,5.577263424057542,0.1335324893563632,0.9479629418764265,6.079829440377128e-08,1.0,-1.460732548176197,2.9175019811747888e-08,8.461681194253592e-09,1.0920651669685484e-08,9.646902166465888e-09,2.594039561618427e-09
2,eegbci_s1r1,0.2,TRSS-Full,3.483125622114724e-06,9.985385064094024e-06,3.28767403168002e-05,5.933080343777419,0.138038771601102,0.9720926834000687,5.587910815072776e-08,1.0,-1.4295319412121563,2.6664580817339333e-08,7.742094346118885e-09,9.977412858329604e-09,8.966507420110672e-09,2.5285127088292663e-09
2,eegbci_s1r1,0.2,TRSS-NoTemporal,3.5106668571060588e-06,1.0066871136567053e-05,3.339156974500553e-05,5.850162675972755,0.15040284890432992,0.9720754386638066,5.569379775072968e-08,1.0,-1.4387645049459308,2.665970591514483e-08,7.735029910661315e-09,9.945712892518302e-09,8.883804143153266e-09,2.4695448892519733e-09
2,eegbci_s1r1,0.2,Spatial-Only Spline,3.36745868389423e-06,1.0034896377420438e-05,3.0113450165268405e-05,6.215602181774823,0.13539420319637666,0.9480207638574919,5.906899231572715e-08,1.0,-1.450839092909719,2.8355646006135863e-08,8.139765177197231e-09,1.0605334779594803e-08,9.412352694427513e-09,2.5558936583717398e-09
3,eegbci_s1r1,0.2,TRSS-Full,3.2576671461555316e-06,9.504174778041922e-06,3.154465422558325e-05,5.788874021981587,0.14055846774913372,0.9655647454267813,5.72456360534234e-08,1.0,-1.4394211162040988,2.7359924590584174e-08,7.984147632709815e-09,1.0188814115925152e-08,9.17935210304532e-09,2.5333976111589407e-09
3,eegbci_s1r1,0.2,TRSS-NoTemporal,3.2794276985965727e-06,9.571764946561768e-06,3.186271479605922e-05,5.721478583298439,0.15283657291006403,0.9655638284415093,5.706728132963426e-08,1.0,-1.4483021719111455,2.735528493178938e-08,7.977361664144778e-09,1.0159071251397605e-08,9.098665567303829e-09,2.4768979149986677e-09
3,eegbci_s1r1,0.2,Spatial-Only Spline,3.3756580528846154e-06,9.930353934271061e-06,2.925232467211289e-05,5.626356086651483,0.13613337322431845,0.9450811965379042,6.078943794373977e-08,1.0,-1.4610169353049218,2.918710768486844e-08,8.450990708509658e-09,1.091498569019464e-08,9.661682129940033e-09,2.5746717302269968e-09
4,eegbci_s1r1,0.2,TRSS-Full,3.338576241720034e-06,9.783186448924989e-06,3.109361874474833e-05,5.265979582754239,0.1522729656319952,0.9474637445202456,5.8625480314610885e-08,1.0,-1.4940482125204875,2.8293090947988064e-08,8.314593397235484e-09,1.0509424760249834e-08,9.101984637792456e-09,2.4063865713450476e-09
