dataset,graph,method,missing_ratio,n,mean,median,std
physionet_eegmmidb_real,gaussian__sigma1.0,mean,0.1,21,2.0712842712842712e-06,2.0891927083333334e-06,5.2019176020642796e-08
physionet_eegmmidb_real,gaussian__sigma1.0,mean,0.2,28,4.088582124255952e-06,4.053854166666666e-06,8.621684173622851e-08
physionet_eegmmidb_real,gaussian__sigma1.0,mean,0.3,21,7.200103947829129e-06,7.161864276960784e-06,7.138772362888124e-08
physionet_eegmmidb_real,gaussian__sigma1.0,mean,0.4,2,9.348750000000001e-06,9.348750000000001e-06,1.8258331869075532e-07
physionet_eegmmidb_real,gaussian__sigma1.0,nearest,0.1,10,2.3806119791666665e-06,2.3785807291666667e-06,5.5018236624046864e-08
physionet_eegmmidb_real,gaussian__sigma1.0,nearest,0.2,15,4.660295138888888e-06,4.630338541666667e-06,5.4078204494964856e-08
physionet_eegmmidb_real,gaussian__sigma1.0,nearest,0.3,15,8.170937500000001e-06,8.193619791666667e-06,6.688207068623324e-08
physionet_eegmmidb_real,gaussian__sigma1.0,temporal_laplacian,0.1,10,3.873908316126888e-05,3.873510746378138e-05,2.5162161488811063e-08
physionet_eegmmidb_real,gaussian__sigma1.0,temporal_laplacian,0.2,15,3.9023671457069384e-05,3.9021569217533295e-05,1.4325225638282068e-08
physionet_eegmmidb_real,gaussian__sigma1.0,temporal_laplacian,0.3,15,3.950038043169364e-05,3.9493400469721806e-05,1.5984698245550047e-08
physionet_eegmmidb_real,gaussian__sigma1.0,tikhonov,0.1,10,1.7203968556060724e-05,1.720485971559523e-05,1.452484284691014e-08
physionet_eegmmidb_real,gaussian__sigma1.0,tikhonov,0.2,17,1.7843614605475832e-05,1.7839981355300445e-05,2.451835242265894e-08
physionet_eegmmidb_real,gaussian__sigma1.0,tikhonov,0.3,15,1.882519963922333e-05,1.882692410000664e-05,1.8357284815430854e-08
physionet_eegmmidb_real,gaussian__sigma1.0,tikhonov,0.4,2,1.9578876884542986e-05,1.9578876884542986e-05,8.017408287376797e-08
physionet_eegmmidb_real,gaussian__sigma1.0,trss,0.1,21,1.4896969547654042e-06,1.499271281270872e-06,3.8801343993325045e-08
physionet_eegmmidb_real,gaussian__sigma1.0,trss,0.2,32,3.024337875624316e-06,2.9867810277041205e-06,6.703987288455456e-08
physionet_eegmmidb_real,gaussian__sigma1.0,trss,0.3,25,5.577120298297903e-06,5.56993061916035e-06,3.064466573153504e-08
physionet_eegmmidb_real,gaussian__sigma1.0,trss,0.4,2,7.496747792637002e-06,7.496747792637002e-06,1.6859879794295227e-07
physionet_eegmmidb_real,gaussian__sigma1.0,tv,0.1,21,2.0712814229603237e-06,2.089189776860466e-06,5.201908298044565e-08
physionet_eegmmidb_real,gaussian__sigma1.0,tv,0.2,28,4.08857717765113e-06,4.053849192344685e-06,8.621686687957074e-08
physionet_eegmmidb_real,gaussian__sigma1.0,tv,0.3,21,7.2000966087302765e-06,7.161857178740315e-06,7.138769003767763e-08
physionet_eegmmidb_real,gaussian__sigma1.0,tv,0.4,2,9.348741517670426e-06,9.348741517670426e-06,1.8258340647694835e-07
physionet_eegmmidb_real,kalofolias,directed_tv,0.1,6,3.292423142811131e-06,3.3052793837970468e-06,9.773488396341396e-08
physionet_eegmmidb_real,kalofolias,directed_tv,0.2,6,6.626804324602598e-06,6.616039206986385e-06,1.2588852681044006e-07
physionet_eegmmidb_real,kalofolias,directed_tv,0.3,6,1.1779924997989763e-05,1.1749227106789546e-05,1.3871275936134535e-07
physionet_eegmmidb_real,kalofolias,heat_diffusion_temporal,0.1,6,2.8576565559040516e-06,2.8514965960244577e-06,1.1049185124794596e-07
physionet_eegmmidb_real,kalofolias,heat_diffusion_temporal,0.2,11,5.563888233974287e-06,5.5674842029522265e-06,9.067085650889162e-08
physionet_eegmmidb_real,kalofolias,heat_diffusion_temporal,0.3,11,9.68100988287574e-06,9.619718812873087e-06,1.0150457973391654e-07
physionet_eegmmidb_real,kalofolias,mean,0.1,6,2.0749427872474744e-06,2.081676136363636e-06,5.502182291886416e-08
physionet_eegmmidb_real,kalofolias,mean,0.2,6,4.080258246527778e-06,4.050709635416666e-06,9.309809163956533e-08
physionet_eegmmidb_real,kalofolias,mean,0.3,6,7.2087316176470586e-06,7.1719439338235285e-06,8.11439762625121e-08
physionet_eegmmidb_real,kalofolias,trss,0.1,6,1.496210327036873e-06,1.5058508180134585e-06,4.085150285368418e-08
physionet_eegmmidb_real,kalofolias,trss,0.2,6,3.0256595874984324e-06,2.999426265118071e-06,6.91152675546184e-08
physionet_eegmmidb_real,kalofolias,trss,0.3,6,5.592171257208709e-06,5.589938075996549e-06,3.755364298470584e-08
physionet_eegmmidb_real,kalofolias,tv,0.1,6,2.074942706635956e-06,2.0816760571844658e-06,5.502181828147472e-08
physionet_eegmmidb_real,kalofolias,tv,0.2,6,4.080258125451883e-06,4.050709508336996e-06,9.309809361039623e-08
physionet_eegmmidb_real,kalofolias,tv,0.3,6,7.208731485597126e-06,7.171943800445618e-06,8.114397810438603e-08
physionet_eegmmidb_real,knn__k3,adaptive_temporal,0.1,8,1.2369484758418806e-06,1.2339467688602068e-06,3.7512197467045085e-08
physionet_eegmmidb_real,knn__k3,adaptive_temporal,0.2,8,2.5046225687756503e-06,2.509491328418013e-06,5.299940327190095e-08
physionet_eegmmidb_real,knn__k3,directed_tv,0.05,6,1.6261490557842919e-06,1.64579664420527e-06,5.2291227666489805e-08
physionet_eegmmidb_real,knn__k3,directed_tv,0.1,18,3.290559146056399e-06,3.3041921118259566e-06,9.138037349465797e-08
physionet_eegmmidb_real,knn__k3,directed_tv,0.2,12,6.624137884128726e-06,6.612427730070025e-06,1.2006421981132464e-07
physionet_eegmmidb_real,knn__k3,directed_tv,0.3,12,1.1777021328304178e-05,1.1746143930316544e-05,1.322864876769636e-07
physionet_eegmmidb_real,knn__k3,directed_tv,0.4,6,1.5236496336068058e-05,1.5241937992615575e-05,3.0451810641229874e-08
physionet_eegmmidb_real,knn__k3,graph_time_tikhonov,0.1,40,1.035561061741756e-05,1.0047347407087251e-05,8.371409145541625e-07
physionet_eegmmidb_real,knn__k3,graph_time_tikhonov,0.2,146,1.2368582528152388e-05,1.0694683916097305e-05,5.8319416740496855e-06
physionet_eegmmidb_real,knn__k3,graph_time_tikhonov,0.3,45,1.2028016363349085e-05,1.1745269052459055e-05,8.074792024292344e-07
physionet_eegmmidb_real,knn__k3,heat_diffusion_temporal,0.05,6,1.5419397146815433e-06,1.5350202468574973e-06,3.8247802814385177e-08
physionet_eegmmidb_real,knn__k3,heat_diffusion_temporal,0.1,37,3.1960128716301156e-06,3.222142378477255e-06,7.797341674413507e-08
physionet_eegmmidb_real,knn__k3,heat_diffusion_temporal,0.2,73,7.303304255175206e-06,6.4669925246131736e-06,2.335377704800144e-06
physionet_eegmmidb_real,knn__k3,heat_diffusion_temporal,0.3,27,1.1832184913430323e-05,1.1782055472228344e-05,1.8724089721759424e-07
physionet_eegmmidb_real,knn__k3,mean,0.1,51,2.0743264445929887e-06,2.0891927083333334e-06,5.136114957256304e-08
physionet_eegmmidb_real,knn__k3,mean,0.2,136,4.51322944822073e-06,4.102734375e-06,1.0819977604135813e-06
physionet_eegmmidb_real,knn__k3,mean,0.3,51,7.200769385572856e-06,7.161864276960784e-06,6.92455658000499e-08
physionet_eegmmidb_real,knn__k3,mean,0.4,2,9.348750000000001e-06,9.348750000000001e-06,1.8258331869075532e-07
physionet_eegmmidb_real,knn__k3,nearest,0.1,40,2.3746126302083332e-06,2.363932291666667e-06,5.39424752565831e-08
physionet_eegmmidb_real,knn__k3,nearest,0.2,104,5.432582633309551e-06,4.713932291666667e-06,1.7515235617865257e-06
physionet_eegmmidb_real,knn__k3,nearest,0.3,45,8.174586226851852e-06,8.193619791666667e-06,6.405376164106654e-08
physionet_eegmmidb_real,knn__k3,puy,0.1,6,1.1624892203056983e-05,1.1626735275461949e-05,1.4447235408032972e-08
physionet_eegmmidb_real,knn__k3,puy,0.2,6,1.2016009291889401e-05,1.2023377254113653e-05,2.2148665494405215e-08
physionet_eegmmidb_real,knn__k3,puy,0.3,6,1.2713985824866737e-05,1.2713325021825007e-05,2.1142661560841198e-08
physionet_eegmmidb_real,knn__k3,sobolev_temporal,0.1,8,8.967821870860175e-07,8.995333216004156e-07,2.1319486825113247e-08
physionet_eegmmidb_real,knn__k3,sobolev_temporal,0.2,8,1.8352372382387051e-06,1.8514431217067323e-06,4.9637032695041554e-08
physionet_eegmmidb_real,knn__k3,temporal_laplacian,0.1,43,2.735042563774755e-05,2.776022222071369e-05,1.101561703789541e-06
physionet_eegmmidb_real,knn__k3,temporal_laplacian,0.2,149,2.6872922082926946e-05,2.882851935953521e-05,5.97048630234586e-06
physionet_eegmmidb_real,knn__k3,temporal_laplacian,0.3,40,3.0165229384899723e-05,3.0595023906245684e-05,1.2320831768840197e-06
physionet_eegmmidb_real,knn__k3,tikhonov,0.1,35,4.80396001827097e-06,4.568540992902703e-06,6.088398688918581e-07
physionet_eegmmidb_real,knn__k3,tikhonov,0.2,117,7.397675582467954e-06,5.5814176607245255e-06,3.397546608499765e-06
physionet_eegmmidb_real,knn__k3,tikhonov,0.3,40,7.5111898682022345e-06,7.21698987361048e-06,8.116580611992993e-07
physionet_eegmmidb_real,knn__k3,tikhonov,0.4,2,8.425557489138208e-06,8.425557489138208e-06,1.3753352525468782e-07
physionet_eegmmidb_real,knn__k3,trss,0.05,6,4.698510007545704e-07,4.758396148865867e-07,1.5074057648797242e-08
physionet_eegmmidb_real,knn__k3,trss,0.1,75,9.74798517257554e-07,9.70341502555548e-07,9.310628922800027e-08
physionet_eegmmidb_real,knn__k3,trss,0.2,230,2.7916716327397045e-06,1.9701054999556253e-06,2.266896146676717e-06
physionet_eegmmidb_real,knn__k3,trss,0.3,79,3.85127716524017e-06,3.762646235400758e-06,3.1889763274146174e-07
physionet_eegmmidb_real,knn__k3,trss,0.4,8,5.098916319768773e-06,5.1164395637318215e-06,8.131091808555227e-08
physionet_eegmmidb_real,knn__k3,tv,0.1,63,2.0212145151021277e-06,2.033135500533065e-06,5.1173305116475605e-08
physionet_eegmmidb_real,knn__k3,tv,0.2,210,4.571251343287388e-06,4.008073239670032e-06,1.6517452864959346e-06
physionet_eegmmidb_real,knn__k3,tv,0.3,63,7.062562931348712e-06,7.038726688491073e-06,7.219225280042038e-08
physionet_eegmmidb_real,knn__k3,tv,0.4,2,9.182424339480096e-06,9.182424339480096e-06,1.8207480467120632e-07
physionet_eegmmidb_real,knn__k5,graph_time_tikhonov,0.2,5,1.3715788990741366e-05,1.3718576693286812e-05,3.780044670335377e-08
physionet_eegmmidb_real,knn__k5,graph_time_tikhonov,0.3,5,1.4782205893606282e-05,1.4791898247827467e-05,2.808909181412622e-08
physionet_eegmmidb_real,knn__k5,heat_diffusion_temporal,0.2,9,4.7110840716124455e-06,4.749381507308875e-06,8.563438732862533e-08
physionet_eegmmidb_real,knn__k5,heat_diffusion_temporal,0.3,9,8.763084446347654e-06,8.674390716309401e-06,1.5660835769989554e-07
physionet_eegmmidb_real,knn__k5,mean,0.2,5,4.090106770833333e-06,4.053854166666666e-06,1.00531674616425e-07
physionet_eegmmidb_real,knn__k5,mean,0.3,5,7.185926776960784e-06,7.161864276960784e-06,6.580254869050443e-08
physionet_eegmmidb_real,knn__k5,nearest,0.2,5,4.655677083333333e-06,4.630338541666667e-06,5.990196130337031e-08
physionet_eegmmidb_real,knn__k5,nearest,0.3,5,8.174765625e-06,8.193619791666667e-06,7.587540238630054e-08
physionet_eegmmidb_real,knn__k5,temporal_laplacian,0.2,5,3.248592511562004e-05,3.248470838510771e-05,2.1615979157604462e-08
physionet_eegmmidb_real,knn__k5,temporal_laplacian,0.3,5,3.385728508016373e-05,3.3837662729192984e-05,3.5834877026847695e-08
physionet_eegmmidb_real,knn__k5,tikhonov,0.2,5,7.135734332540414e-06,7.126857937155226e-06,4.3291777518916894e-08
physionet_eegmmidb_real,knn__k5,tikhonov,0.3,5,8.683643981596017e-06,8.69656903179211e-06,4.1735021731358475e-08
physionet_eegmmidb_real,knn__k5,trss,0.2,9,1.973028019055966e-06,1.98200171340656e-06,4.694153620363004e-08
physionet_eegmmidb_real,knn__k5,trss,0.3,9,3.7115305267250296e-06,3.723858515932871e-06,4.69462734200163e-08
physionet_eegmmidb_real,knn__k5,tv,0.2,5,4.06782154094027e-06,4.031805661726004e-06,1.0049552780305184e-07
physionet_eegmmidb_real,knn__k5,tv,0.3,5,7.153213667003167e-06,7.13006618999669e-06,6.563611627558489e-08
physionet_eegmmidb_real,knn__k7,heat_diffusion_temporal,0.2,4,4.15757440749115e-06,4.17023010386904e-06,7.081910646188252e-08
physionet_eegmmidb_real,knn__k7,heat_diffusion_temporal,0.3,4,7.649670354898032e-06,7.631831677750921e-06,1.509494964187018e-07
physionet_eegmmidb_real,knn__k7,trss,0.2,4,2.11877114126534e-06,2.1162673777607513e-06,5.984958606132148e-08
physionet_eegmmidb_real,knn__k7,trss,0.3,4,3.990608076527345e-06,4.010137389887415e-06,6.814707546305188e-08
synthetic_16ch,gaussian,graph_time_tikhonov,0.1,26,0.4823732200097316,0.48481151143650225,0.017192207379594163
synthetic_16ch,gaussian,graph_time_tikhonov,0.2,33,0.49989877419579476,0.5017701598481503,0.018803710027883253
synthetic_16ch,gaussian,graph_time_tikhonov,0.3,36,0.5244175698664586,0.5241774401771646,0.016849191030008724
synthetic_16ch,gaussian,graph_time_tikhonov,0.4,9,0.5371769615501703,0.5412571434258516,0.013482051909661738
synthetic_16ch,gaussian,mean,0.1,26,0.5309818264837576,0.5332272816596118,0.015286056821862397
synthetic_16ch,gaussian,mean,0.2,33,0.5564878938390675,0.5610756408872387,0.021492815503829022
synthetic_16ch,gaussian,mean,0.3,36,0.5833167797691744,0.5877435688463328,0.027781912963678948
synthetic_16ch,gaussian,mean,0.4,9,0.61739696240469,0.6149734297061014,0.01413987569617885
synthetic_16ch,gaussian,nearest,0.1,22,0.6626604077389397,0.6649855372388485,0.01623839597334844
synthetic_16ch,gaussian,nearest,0.2,29,0.6921113293887268,0.6968679829447486,0.022584963332730634
synthetic_16ch,gaussian,nearest,0.3,32,0.7284577406689845,0.7334073291220058,0.02114490044286163
synthetic_16ch,gaussian,nearest,0.4,9,0.7696568834351525,0.7741750541218863,0.009361600807346134
synthetic_16ch,gaussian,temporal_laplacian,0.1,26,0.5132221680049109,0.5069347876754258,0.023234211295847143
synthetic_16ch,gaussian,temporal_laplacian,0.2,33,0.5398081032893507,0.5380246220715678,0.016592278093636424
synthetic_16ch,gaussian,temporal_laplacian,0.3,36,0.5577393560116102,0.5588563463810846,0.017271795381693572
synthetic_16ch,gaussian,temporal_laplacian,0.4,9,0.5769396048197607,0.5757608777175777,0.014025166494000712
synthetic_16ch,gaussian,tikhonov,0.1,26,0.5867349120309111,0.5883777772770065,0.009967869292681033
synthetic_16ch,gaussian,tikhonov,0.2,33,0.6122667442713913,0.6129274980219953,0.012123605984739914
synthetic_16ch,gaussian,tikhonov,0.3,36,0.6427908589527518,0.6457536210086476,0.01465498973911476
synthetic_16ch,gaussian,tikhonov,0.4,9,0.6836864738490043,0.6852962940132614,0.0068016944895358325
synthetic_16ch,gaussian,trss,0.1,26,0.4805375701550778,0.46530739242689534,0.05465331677176398
synthetic_16ch,gaussian,trss,0.2,33,0.5013459526148081,0.4959685944339292,0.03692076710595447
synthetic_16ch,gaussian,trss,0.3,36,0.5190594481876979,0.5094878402669061,0.03468121242552525
synthetic_16ch,gaussian,trss,0.4,9,0.5183286760437817,0.5164681251649931,0.008552334227312271
synthetic_16ch,gaussian,tv,0.1,26,0.4781823124093958,0.4743901898054982,0.025146289284340786
synthetic_16ch,gaussian,tv,0.2,33,0.4992863947267722,0.4950401141512471,0.022202754581776743
synthetic_16ch,gaussian,tv,0.3,36,0.5220023524260955,0.5201116771460704,0.022611449683863902
synthetic_16ch,gaussian,tv,0.4,9,0.5266971667294958,0.5288294597062988,0.006090426399187061
synthetic_16ch,kalofolias,graph_time_tikhonov,0.1,9,0.49126937442509067,0.4960292663645732,0.02881177287000537
synthetic_16ch,kalofolias,graph_time_tikhonov,0.2,16,0.5135324081484256,0.5117475567863223,0.02122715773268086
synthetic_16ch,kalofolias,graph_time_tikhonov,0.3,16,0.5455456604826281,0.5409607106064316,0.021492231449899774
synthetic_16ch,kalofolias,graph_time_tikhonov,0.4,3,0.528733542678436,0.5355024397900771,0.01278238259490319
synthetic_16ch,kalofolias,mean,0.1,9,0.5423238518372465,0.5491936737484884,0.012649731775621635
synthetic_16ch,kalofolias,mean,0.2,16,0.5730594403052993,0.5746674114988048,0.010732092390819818
synthetic_16ch,kalofolias,mean,0.3,16,0.6018782146815191,0.6005382916901686,0.011855730135823077
synthetic_16ch,kalofolias,mean,0.4,3,0.6307494144504281,0.6339339369363359,0.020126600350172785
synthetic_16ch,kalofolias,nearest,0.1,9,0.6848740166573246,0.6852906579471885,0.006445760622935811
synthetic_16ch,kalofolias,nearest,0.2,16,0.7198470044726666,0.7173442986486284,0.012187965055378225
synthetic_16ch,kalofolias,nearest,0.3,16,0.7537731658289174,0.7541423831080922,0.014509319979578899
synthetic_16ch,kalofolias,nearest,0.4,3,0.7885382824966447,0.7826741715330409,0.011817529020842724
synthetic_16ch,kalofolias,temporal_laplacian,0.1,9,0.5181949999809904,0.5075003608020499,0.029857626735005624
synthetic_16ch,kalofolias,temporal_laplacian,0.2,16,0.5541215059630542,0.5530452125793341,0.01864525554075155
synthetic_16ch,kalofolias,temporal_laplacian,0.3,16,0.5822423826763308,0.5749661104933612,0.024738309818013424
synthetic_16ch,kalofolias,temporal_laplacian,0.4,3,0.5864790914904173,0.5879428469812076,0.002618992612683567
synthetic_16ch,kalofolias,tikhonov,0.1,9,0.6036728497763888,0.6019563331036288,0.00816429502072386
synthetic_16ch,kalofolias,tikhonov,0.2,16,0.6378997830741362,0.6366436098380239,0.00966411822275422
synthetic_16ch,kalofolias,tikhonov,0.3,16,0.6626786509958575,0.6621418750725747,0.009626586683476993
synthetic_16ch,kalofolias,tikhonov,0.4,3,0.6982417685107287,0.6983216314719067,0.016979603215045876
synthetic_16ch,kalofolias,trss,0.1,9,0.4765685260087021,0.4806055646835646,0.02268699367795652
synthetic_16ch,kalofolias,trss,0.2,16,0.5110247459669012,0.5075430741470024,0.026185248136112522
synthetic_16ch,kalofolias,trss,0.3,16,0.535312370918887,0.5264932814687462,0.026173790305253877
synthetic_16ch,kalofolias,trss,0.4,3,0.5408670442445079,0.5409017279832014,0.011122043454300004
synthetic_16ch,kalofolias,tv,0.1,9,0.49286212947361224,0.5012930225456467,0.02746285600282111
synthetic_16ch,kalofolias,tv,0.2,16,0.5099297878094857,0.5043376897907945,0.022807914526267924
synthetic_16ch,kalofolias,tv,0.3,16,0.5368909545407387,0.5358910988040282,0.023073526103053632
synthetic_16ch,kalofolias,tv,0.4,3,0.5395463537469988,0.5406250782039478,0.00945139982117796
synthetic_16ch,knn__k3,directed_tv,1ch,1,3.168483422428761,3.168483422428761,
synthetic_16ch,knn__k3,directed_tv,2ch,1,2.06223011404279,2.06223011404279,
synthetic_16ch,knn__k3,graph_time_tikhonov,0.1,40,0.4606098582099504,0.4584061725063925,0.024419025485156766
synthetic_16ch,knn__k3,graph_time_tikhonov,0.2,47,0.480881884215289,0.4821400535627915,0.017731932446679397
synthetic_16ch,knn__k3,graph_time_tikhonov,0.3,48,0.5037811408894783,0.5022248058670732,0.020492893451811874
synthetic_16ch,knn__k3,graph_time_tikhonov,0.4,12,0.5119005536197601,0.5085440612461246,0.01964598551380331
synthetic_16ch,knn__k3,graph_time_tikhonov,1ch,7,0.4527271028245737,0.4293337370660232,0.02942725270906301
synthetic_16ch,knn__k3,graph_time_tikhonov,2ch,7,0.4807490371060636,0.4441141941889888,0.0469272037022957
synthetic_16ch,knn__k3,graph_time_tikhonov,3ch,3,0.5574001653832644,0.5631813714507866,0.011418764384852923
synthetic_16ch,knn__k3,gsp,1ch,3,0.518054071776389,0.518054071776389,0.0
synthetic_16ch,knn__k3,gsp,2ch,3,0.4982126309104414,0.4982126309104414,0.0
synthetic_16ch,knn__k3,linear,1ch,3,0.7312386022300236,0.7312386022300236,0.0
synthetic_16ch,knn__k3,linear,2ch,3,0.5379968188738125,0.5379968188738125,0.0
synthetic_16ch,knn__k3,mean,0.1,40,0.5024814382394845,0.5029763445182405,0.011084792721990862
synthetic_16ch,knn__k3,mean,0.2,47,0.5244196093137773,0.5276834034887187,0.015838436299709505
synthetic_16ch,knn__k3,mean,0.3,48,0.5542922471843036,0.5557225148007061,0.019918976663120997
synthetic_16ch,knn__k3,mean,0.4,12,0.5820803099296723,0.5844283453592938,0.006585185673260144
synthetic_16ch,knn__k3,mean,1ch,10,0.42618062090703573,0.3823728217680702,0.07056959676736843
synthetic_16ch,knn__k3,mean,2ch,10,0.4521376353181103,0.4076307035074757,0.07196417116859076
synthetic_16ch,knn__k3,mean,3ch,4,0.5545080697724306,0.5947700966822367,0.08588437851533567
synthetic_16ch,knn__k3,nearest,0.1,29,0.6311297840558612,0.6305688150383215,0.009585995948579156
synthetic_16ch,knn__k3,nearest,0.2,36,0.6647678641013843,0.6688845639212602,0.015177067197165705
synthetic_16ch,knn__k3,nearest,0.3,39,0.6976364533262108,0.7008204685551683,0.016403904527941222
synthetic_16ch,knn__k3,nearest,0.4,12,0.7276229472726143,0.7242434239138456,0.010734960326424146
synthetic_16ch,knn__k3,nearest,1ch,9,0.7042440947596601,0.7312386022300236,0.04087179352026687
synthetic_16ch,knn__k3,nearest,2ch,9,0.5888358595703397,0.5379968188738125,0.07687990381347708
synthetic_16ch,knn__k3,nearest,3ch,3,0.7364679912382147,0.7369751547979418,0.007370922251020034
synthetic_16ch,knn__k3,temporal_laplacian,0.1,40,0.50162007875216,0.4887586742318589,0.05190796293849203
synthetic_16ch,knn__k3,temporal_laplacian,0.2,47,0.5229473744265384,0.51438596739171,0.03760397284065824
synthetic_16ch,knn__k3,temporal_laplacian,0.3,48,0.5378260993351597,0.5307122072304956,0.028283386853133516
synthetic_16ch,knn__k3,temporal_laplacian,0.4,12,0.5439717854699687,0.5382324854262125,0.022187025794861377
synthetic_16ch,knn__k3,temporal_laplacian,1ch,10,0.5738620002927517,0.6009691008468507,0.04387144971290511
synthetic_16ch,knn__k3,temporal_laplacian,2ch,10,0.6525618953365613,0.6948675346172078,0.06846958714003064
synthetic_16ch,knn__k3,temporal_laplacian,3ch,4,0.6118944698530343,0.6001823934263504,0.03227606301101952
synthetic_16ch,knn__k3,tikhonov,0.1,40,0.5551039529582631,0.5555456884645156,0.012031136814616629
synthetic_16ch,knn__k3,tikhonov,0.2,47,0.5821715275105102,0.5853042292467303,0.021534764067702175
synthetic_16ch,knn__k3,tikhonov,0.3,48,0.611063650207738,0.6144375205196947,0.021556360993063642
synthetic_16ch,knn__k3,tikhonov,0.4,12,0.6459616512367011,0.6441464052094565,0.008272939032824066
synthetic_16ch,knn__k3,tikhonov,1ch,10,0.47104666936664685,0.4294898121388071,0.06771718607865576
synthetic_16ch,knn__k3,tikhonov,2ch,10,0.49552779233471067,0.4447229160304192,0.08188515477402371
synthetic_16ch,knn__k3,tikhonov,3ch,4,0.6009777519277973,0.6460687026101375,0.09800253011268587
synthetic_16ch,knn__k3,trss,0.1,38,0.4443135833492217,0.44379148831398696,0.01815705624985837
synthetic_16ch,knn__k3,trss,0.2,45,0.46792615551007594,0.4655070677694103,0.018317998384390213
synthetic_16ch,knn__k3,trss,0.3,48,0.4918050585549003,0.49168185234952705,0.019922761329363558
synthetic_16ch,knn__k3,trss,0.4,12,0.5010018457104969,0.49968356691806315,0.014864442084841797
synthetic_16ch,knn__k3,trss,1ch,3,0.47228390139758575,0.4701759205604338,0.008911207736354591
synthetic_16ch,knn__k3,trss,2ch,3,0.5112477068225515,0.5098096581715821,0.005232564938040007
synthetic_16ch,knn__k3,trss,3ch,3,0.5497800289812441,0.5500841079979072,0.010996718653260469
synthetic_16ch,knn__k3,tv,0.1,40,0.4589911658108399,0.45259708016064537,0.02564642138670358
synthetic_16ch,knn__k3,tv,0.2,47,0.4753911482232799,0.4700110894387234,0.02180471123341575
synthetic_16ch,knn__k3,tv,0.3,48,0.4951937329442018,0.49637012181954077,0.019655972918538
synthetic_16ch,knn__k3,tv,0.4,12,0.5054077702625505,0.5085145649891814,0.014411540133988975
synthetic_16ch,knn__k3,tv,1ch,10,0.4359964742645139,0.4156029543703941,0.03286143826433094
synthetic_16ch,knn__k3,tv,2ch,10,0.44118018240112955,0.4091281458468671,0.051683455892187376
synthetic_16ch,knn__k3,tv,3ch,4,0.5296388518306363,0.5539430919629547,0.0583706135574178
synthetic_32ch,gaussian,graph_time_tikhonov,0.1,10,0.4109549724084986,0.4085670114030021,0.012366461811301011
synthetic_32ch,gaussian,graph_time_tikhonov,0.2,10,0.42970068997336863,0.43295259453294294,0.018399351055669293
synthetic_32ch,gaussian,graph_time_tikhonov,0.3,10,0.4529527481719794,0.4533378618325772,0.010731725683270693
synthetic_32ch,gaussian,graph_time_tikhonov,0.4,10,0.47640549439604446,0.47961551277776,0.016792045708630243
synthetic_32ch,gaussian,mean,0.1,10,0.4716805375573096,0.47778679485033515,0.016351673010430844
synthetic_32ch,gaussian,mean,0.2,10,0.48988233868977205,0.4885138512215973,0.010782465068680917
synthetic_32ch,gaussian,mean,0.3,10,0.509396822003269,0.5100814101969837,0.010419670328376238
synthetic_32ch,gaussian,mean,0.4,10,0.5401865633109394,0.5429228297138813,0.012158860849121968
synthetic_32ch,gaussian,nearest,0.1,10,0.5802346503920524,0.5795869270703559,0.007493181220969213
synthetic_32ch,gaussian,nearest,0.2,10,0.6106385028840156,0.6132118173947286,0.010359903953075627
synthetic_32ch,gaussian,nearest,0.3,10,0.6413957241519108,0.6387470484815881,0.014013411349202491
synthetic_32ch,gaussian,nearest,0.4,10,0.6698004434295936,0.6665620573955031,0.011538665705225302
synthetic_32ch,gaussian,temporal_laplacian,0.1,10,0.44055201391568966,0.4351065011186983,0.014236284298534052
synthetic_32ch,gaussian,temporal_laplacian,0.2,10,0.4631319032330065,0.4586645779140396,0.014946102135846328
synthetic_32ch,gaussian,temporal_laplacian,0.3,10,0.4807419705949821,0.4816208756014226,0.01399090408325545
synthetic_32ch,gaussian,temporal_laplacian,0.4,10,0.5027739093788796,0.5015644102726979,0.013280740379336768
synthetic_32ch,gaussian,tikhonov,0.1,10,0.5116810027585904,0.5110205586409522,0.011322718486716125
synthetic_32ch,gaussian,tikhonov,0.2,10,0.5378669226769608,0.5367212934250223,0.011496998500979053
synthetic_32ch,gaussian,tikhonov,0.3,10,0.5669382657891269,0.5623855412110674,0.011684092510405381
synthetic_32ch,gaussian,tikhonov,0.4,10,0.5902547377755518,0.5913331566878421,0.010572614238450764
synthetic_32ch,gaussian,trss,0.1,10,0.3995280531623302,0.3988065720908177,0.01476400229423726
synthetic_32ch,gaussian,trss,0.2,10,0.42544788549404905,0.42742517092780286,0.015076369066996597
synthetic_32ch,gaussian,trss,0.3,10,0.4364334468178739,0.442626867384015,0.013630326338976692
synthetic_32ch,gaussian,trss,0.4,10,0.46222144457153946,0.4601461005641369,0.014710823349006065
synthetic_32ch,gaussian,tv,0.1,10,0.4073570115895676,0.4027556857556397,0.014447481877006067
synthetic_32ch,gaussian,tv,0.2,10,0.42712249609659736,0.4275440212211769,0.014451261734885137
synthetic_32ch,gaussian,tv,0.3,10,0.44345238136323095,0.4400450810400517,0.012151218402323478
synthetic_32ch,gaussian,tv,0.4,10,0.46251321848093446,0.46073182033953153,0.011190438355731611
synthetic_32ch,kalofolias,graph_time_tikhonov,0.1,3,0.4070149193104758,0.4052113268475147,0.00897610863102557
