graph,dataset,missing_ratio,best_method,best_mean_mae,best_n,best_std,ci_lower,ci_upper,second_method,second_mean_mae,second_n,second_std,delta_mean,p_raw,p_adj,significant,rank_biserial
gaussian__sigma1.0,physionet_eegmmidb_real,0.1,trss,1.4870661806080062e-06,10,3.8875926136541956e-08,1.4625307089084936e-06,1.5083166671742324e-06,tv,2.0671787461449537e-06,10,5.1126356499773214e-08,5.801125655369474e-07,0.0001746242085521,0.0289876186196639,True,1.0
gaussian__sigma1.0,physionet_eegmmidb_real,0.2,trss,3.023328659352397e-06,17,6.631154894149805e-08,2.995520158854712e-06,3.0577942311564823e-06,tv,4.091066590543886e-06,17,8.529541311709334e-08,1.0677379311914888e-06,6.444716546601822e-07,0.0001153604261841,True,1.0
gaussian__sigma1.0,physionet_eegmmidb_real,0.3,trss,5.576091398265471e-06,15,3.0009715373816426e-08,5.561571779643869e-06,5.589993457571511e-06,tv,7.196645540078023e-06,15,6.98861798150262e-08,1.6205541418125517e-06,3.113098641666425e-06,0.0005541315582166,True,1.0
knn__k3,physionet_eegmmidb_real,0.1,trss,1.0025974345823044e-06,35,1.2802419091475197e-07,9.63768685911285e-07,1.0466450353531336e-06,tv,2.0210503689664137e-06,35,4.9074626401609794e-08,1.0184529343841091e-06,5.967664910291185e-13,1.7007844994329878e-10,True,1.0
knn__k3,physionet_eegmmidb_real,0.2,trss,2.7899690577694886e-06,129,1.7531211636848052e-06,2.502030596846004e-06,3.114598352031999e-06,tv,4.4505774452560255e-06,129,1.1210219012912068e-06,1.6606083874865369e-06,5.574476764951539e-25,1.6277472153658497e-22,True,0.7432846583738958
knn__k3,physionet_eegmmidb_real,0.3,trss,3.929265167700845e-06,40,4.3409072968793733e-07,3.80232490568068e-06,4.065707405042453e-06,tv,7.060784121489105e-06,40,6.976429226754387e-08,3.13151895378826e-06,1.2723833643750698e-14,3.6517402557564505e-12,True,1.0
aew__k4_sigma_corr0_5_sigma_dist1,synthetic_beta,0.3,trss,0.1888467320048997,15,2.872975021810196e-17,0.1888467320048997,0.1888467320048997,gsp,0.1932232824435811,14,2.880332204206864e-17,0.0043765504386814,1.3919695959869494e-07,2.5612240566159862e-05,True,1.0
gaussian__sigma1,synthetic_beta,0.1,trss,0.0651497795573701,17,0.0,0.0651497795573701,0.0651497795573701,gsp,0.0651506550608471,16,0.0,8.755034770074888e-07,1.7398782047652925e-08,3.7929344863883376e-06,True,1.0
aew__k4_sigma_corr0_5_sigma_dist1,synthetic_broad,0.1,trss,0.080088772783702,15,1.436487510905098e-17,0.080088772783702,0.080088772783702,heat_diffusion_temporal,0.0806507255674608,15,1.436487510905098e-17,0.0005619527837587,8.265685662204697e-08,1.5952773328055065e-05,True,1.0
aew__k4_sigma_corr0_5_sigma_dist1,synthetic_broad,0.4,trss,0.2361349835693998,16,0.0,0.2361349835693998,0.2361349835693998,heat_diffusion_temporal,0.2366192719442399,16,0.0,0.0004842883748401,2.9225329082331762e-08,6.195769765454333e-06,True,1.0
gaussian__sigma1.0,iv100hz_mat,0.1,tv,12.428301691034042,20,0.7358131802494242,12.13305311063196,12.737919915139964,trss,14.233287807422922,20,0.4496589083325622,1.8049861163888803,8.725879459678534e-08,1.6666429767986e-05,True,0.99
gaussian__sigma1.0,iv100hz_mat,0.2,tv,26.357635048970543,27,1.9796754697586123,25.66819815168241,27.14422820506962,trss,29.82432648434558,27,0.5842671695075646,3.4666914353750364,1.4364218046970002e-08,3.1457637522864304e-06,True,0.8984910836762688
gaussian__sigma1.0,iv100hz_mat,0.3,tv,48.52686047875172,25,2.1692337714685763,47.72132862615875,49.29726946755714,trss,55.702284270264926,25,0.7353775248292564,7.175423791513204,1.304733565122163e-09,3.614111975388391e-07,True,1.0
nnk__k4,physionet_eegmmidb,0.4,tv,1.2732764719084747e-05,9,0.0,1.2732764719084747e-05,1.2732764719084747e-05,mean,1.2742657342657345e-05,9,0.0,9.892623572597373e-09,4.657054587626058e-05,0.0080101338907168,True,1.0
gaussian__sigma1,synthetic_alpha,0.2,tv,0.1201225722821211,18,1.4280125843688834e-17,0.1201225722821211,0.1201225722821211,mean,0.1208467294395675,18,1.4280125843688834e-17,0.0007241571574464,3.683348423440707e-09,9.650372869414653e-07,True,1.0
knn__k3,synthetic_alpha,0.4,tv,0.2473001397852391,19,0.0585060078490706,0.2204557423321763,0.2607223385117705,mean,0.2477479930776578,19,0.057986068889985,0.0004478532924186,9.92434764244364e-08,1.885626052064291e-05,True,0.9002770083102493
knng__k4_sigma1,synthetic_alpha,0.4,tv,0.2609895038378375,16,0.0,0.2609895038378375,0.2609895038378375,mean,0.2610509096263227,16,0.0,6.140578848523592e-05,2.9225329082331762e-08,6.166544436372001e-06,True,1.0
nnk__k4,synthetic_alpha,0.4,tv,0.2603035939550637,17,0.0,0.2603035939550637,0.2603035939550637,mean,0.2610509096263227,17,0.0,0.000747315671259,1.036256682624278e-08,2.331577535904625e-06,True,1.0
aew__k4_sigma_corr0_5_sigma_dist1,synthetic_beta,0.1,tv,0.0645346647704065,15,0.0,0.0645346647704065,0.0645346647704065,trss,0.0657506991012468,15,1.436487510905098e-17,0.0012160343308403,8.265685662204697e-08,1.6200743897921203e-05,True,1.0
aew__k4_sigma_corr0_5_sigma_dist1,synthetic_beta,0.2,tv,0.1156136258256727,15,5.745950043620392e-17,0.1156136258256727,0.1156136258256727,trss,0.1195827148985517,15,1.436487510905098e-17,0.003969089072879,8.265685662204697e-08,1.6118087041299157e-05,True,1.0
kalofolias,synthetic_beta,0.1,tv,0.0658618893689084,18,1.4280125843688834e-17,0.0658618893689084,0.0658618893689084,mean,0.0658619827367564,18,0.0,9.336784799474085e-08,3.683348423440707e-09,9.466205448242616e-07,True,1.0
knn__k5,synthetic_beta,0.3,tv,0.2035737521455068,18,0.0,0.2035737521455068,0.2035737521455068,mean,0.2038587458276235,18,0.0,0.0002849936821167,3.683348423440707e-09,9.208371058601768e-07,True,1.0
vknng__alpha1_k4_k_max8_k_min2,synthetic_beta,0.1,tv,0.0655383098928321,16,0.0,0.0655383098928321,0.0655383098928321,heat_diffusion_temporal,0.0657185512163132,16,0.0,0.0001802413234811,2.9225329082331762e-08,5.991192461878011e-06,True,1.0
vknng__alpha1_k4_k_max8_k_min2,synthetic_beta,0.3,tv,0.2006778688962489,16,0.0,0.2006778688962489,0.2006778688962489,heat_diffusion_temporal,0.2017447286807017,16,0.0,0.0010668597844528,2.9225329082331762e-08,5.932741803713347e-06,True,1.0
aew__k4_sigma_corr0_5_sigma_dist1,synthetic_alpha,0.3,wavelet_temporal,0.2005137115322973,16,0.0,0.2005137115322973,0.2005137115322973,heat_diffusion_temporal,0.2009181457305617,16,0.0,0.0004044341982643,2.9225329082331762e-08,6.254220423618997e-06,True,1.0
nnk__k4,synthetic_alpha,0.3,wavelet_temporal,0.2038363722147141,18,0.0,0.2038363722147141,0.2038363722147141,heat_diffusion_temporal,0.2043956424626398,18,0.0,0.0005592702479257,3.683348423440707e-09,8.913703184726511e-07,True,1.0
