dataset,graph,method,missing_ratio,n,mean,median,std,ci95_lo,ci95_hi
bci_iv2a_real_s1,gaussian__sigma0.6,heat_diffusion_temporal,0.2,9,2.6020311477047105e-06,2.5624468649759115e-06,6.346814352931618e-08,2.564575744699626e-06,2.6439144160604968e-06
bci_iv2a_real_s1,gaussian__sigma0.6,heat_diffusion_temporal,0.3,9,4.697654353907712e-06,4.726985635340421e-06,1.0441073518963609e-07,4.635338448853467e-06,4.7613086170125e-06
bci_iv2a_real_s1,gaussian__sigma0.6,trss,0.2,4,1.6878337537233425e-06,1.6785277441974103e-06,4.1213168889636336e-08,1.6567690934042507e-06,1.721626000794328e-06
bci_iv2a_real_s1,gaussian__sigma0.6,trss,0.3,4,3.3006902989307916e-06,3.318036268311815e-06,8.925304890482401e-08,3.2169384606600795e-06,3.36709616782048e-06
bci_iv2a_real_s1,gaussian__sigma1.0,directed_tv,0.1,12,1.6979097452848186e-06,1.6917053267134083e-06,5.300248835650206e-08,1.6698152403021467e-06,1.7277636546975146e-06
bci_iv2a_real_s1,gaussian__sigma1.0,directed_tv,0.2,12,3.2208691799601157e-06,3.214988930076326e-06,8.826160783475555e-08,3.172626842805416e-06,3.2696468324799975e-06
bci_iv2a_real_s1,gaussian__sigma1.0,directed_tv,0.3,12,5.893127847063105e-06,5.881118688989284e-06,6.813026583075497e-08,5.8562711048885235e-06,5.9288695236748555e-06
bci_iv2a_real_s1,gaussian__sigma1.0,directed_tv,0.4,6,7.5839284626011796e-06,7.583615029927904e-06,6.500276907658301e-08,7.537969838302823e-06,7.630621406727622e-06
bci_iv2a_real_s1,gaussian__sigma1.0,heat_diffusion_temporal,0.1,11,1.368446769447552e-06,1.3501685907869603e-06,5.47039538628161e-08,1.3397720100817058e-06,1.4007536322961066e-06
bci_iv2a_real_s1,gaussian__sigma1.0,heat_diffusion_temporal,0.2,20,2.5845970239911273e-06,2.5624468649759115e-06,8.496163413867605e-08,2.5481395982024134e-06,2.619575973829813e-06
bci_iv2a_real_s1,gaussian__sigma1.0,heat_diffusion_temporal,0.3,15,4.688144848201764e-06,4.726985635340421e-06,1.0114650318880749e-07,4.638481303463615e-06,4.736540458410491e-06
bci_iv2a_real_s1,gaussian__sigma1.0,mean,0.1,11,1.261492800121465e-06,1.2371831951719345e-06,4.801336880364766e-08,1.2347448259674157e-06,1.28891304767493e-06
bci_iv2a_real_s1,gaussian__sigma1.0,mean,0.2,11,2.3910079724860912e-06,2.3885714213053383e-06,9.024917285240836e-08,2.3364040663748073e-06,2.434312358047023e-06
bci_iv2a_real_s1,gaussian__sigma1.0,mean,0.3,6,4.392506343866486e-06,4.3861280703077125e-06,1.1006285688279557e-07,4.3138491561989385e-06,4.475195027644338e-06
bci_iv2a_real_s1,gaussian__sigma1.0,trss,0.1,11,8.518313162963133e-07,8.385514767995134e-07,3.535177891858884e-08,8.329073020017722e-07,8.717693827456281e-07
bci_iv2a_real_s1,gaussian__sigma1.0,trss,0.2,15,1.6687814226507612e-06,1.6754930442974734e-06,5.8201516868477504e-08,1.6392018592748111e-06,1.6951451276624778e-06
bci_iv2a_real_s1,gaussian__sigma1.0,trss,0.3,10,3.274526927618505e-06,3.302289933061732e-06,9.145429991232769e-08,3.220066125432546e-06,3.326948716001788e-06
bci_iv2a_real_s1,gaussian__sigma1.0,tv,0.1,11,1.2614927517143617e-06,1.2371831510705508e-06,4.801336878374879e-08,1.2359542678019536e-06,1.289936469248668e-06
bci_iv2a_real_s1,gaussian__sigma1.0,tv,0.2,11,2.391007870738151e-06,2.3885713236248945e-06,9.024917202444944e-08,2.336918411817746e-06,2.4364698135972183e-06
bci_iv2a_real_s1,gaussian__sigma1.0,tv,0.3,6,4.392506189842366e-06,4.386127917270633e-06,1.100628546771792e-07,4.314098334994778e-06,4.475590593705897e-06
bci_iv2a_real_s1,kalofolias,directed_tv,0.1,6,1.6981228112545664e-06,1.69191508211018e-06,5.559176057280368e-08,1.6599312226618022e-06,1.7402099196691943e-06
bci_iv2a_real_s1,kalofolias,directed_tv,0.2,6,3.2212710467249596e-06,3.215379633966196e-06,9.257005860580723e-08,3.152449510285048e-06,3.2899113955248326e-06
bci_iv2a_real_s1,kalofolias,directed_tv,0.3,6,5.893746278922755e-06,5.881734353922327e-06,7.145666095789128e-08,5.8429173517958e-06,5.944908657947157e-06
bci_iv2a_real_s1,kalofolias,heat_diffusion_temporal,0.1,6,1.6829434318456158e-06,1.6790597110242226e-06,7.057842402344965e-08,1.6332353461569137e-06,1.7366647156404107e-06
bci_iv2a_real_s1,kalofolias,heat_diffusion_temporal,0.2,11,3.133033453889741e-06,3.1263634743618183e-06,1.1744238538244515e-07,3.057638299337333e-06,3.1962449067120583e-06
bci_iv2a_real_s1,kalofolias,heat_diffusion_temporal,0.3,11,5.60298832873636e-06,5.646227050130912e-06,1.0131916628953922e-07,5.5448876505206465e-06,5.658554647507102e-06
bci_iv2a_real_s1,kalofolias,mean,0.1,6,1.2594866511797664e-06,1.2373011039965083e-06,4.856345073285012e-08,1.2266658050845366e-06,1.2981200940681224e-06
bci_iv2a_real_s1,kalofolias,mean,0.2,6,2.371748712327745e-06,2.3846050898234047e-06,1.1419739640167992e-07,2.2812227328618367e-06,2.4441022872924804e-06
bci_iv2a_real_s1,kalofolias,mean,0.3,6,4.392506343866486e-06,4.3861280703077125e-06,1.1006285688279557e-07,4.3134947384105014e-06,4.471418218675002e-06
bci_iv2a_real_s1,kalofolias,trss,0.1,6,8.495704747793834e-07,8.361621733581938e-07,3.629280696317995e-08,8.247866786937108e-07,8.759445691506605e-07
bci_iv2a_real_s1,kalofolias,trss,0.2,6,1.6491531871094626e-06,1.661996878579023e-06,7.850623155926673e-08,1.5879748927349377e-06,1.6999378960537439e-06
bci_iv2a_real_s1,kalofolias,trss,0.3,6,3.2570807654101432e-06,3.240136416926681e-06,9.676063007487869e-08,3.1911539490084197e-06,3.3275058489203355e-06
bci_iv2a_real_s1,kalofolias,tv,0.1,6,1.2594864853544686e-06,1.2373009491819704e-06,4.8563450242451965e-08,1.2292242480630185e-06,1.2954888419301203e-06
bci_iv2a_real_s1,kalofolias,tv,0.2,6,2.3717483632823655e-06,2.3846047488819636e-06,1.1419739077138296e-07,2.278402934636758e-06,2.4421546422935106e-06
bci_iv2a_real_s1,kalofolias,tv,0.3,6,4.392505811254553e-06,4.386127541053863e-06,1.1006284918611506e-07,4.313848630467483e-06,4.471435283726049e-06
bci_iv2a_real_s1,knn__k3,adaptive_temporal,0.1,8,1.252351699259915e-06,1.240756232340982e-06,4.888406015208113e-08,1.2211937745748994e-06,1.2893659823409913e-06
bci_iv2a_real_s1,knn__k3,adaptive_temporal,0.2,8,2.3944255541845368e-06,2.381756565899614e-06,3.829892605674886e-08,2.371918006145332e-06,2.420232567008623e-06
bci_iv2a_real_s1,knn__k3,directed_tv,0.05,6,8.484047538846624e-07,8.343345095484546e-07,4.966394923373995e-08,8.128701674970276e-07,8.836525391902925e-07
bci_iv2a_real_s1,knn__k3,directed_tv,0.1,26,1.6929600900609472e-06,1.6922088919822853e-06,5.70638718906406e-08,1.672092430969102e-06,1.7143443338103444e-06
bci_iv2a_real_s1,knn__k3,directed_tv,0.2,20,3.2355536709216437e-06,3.2260561498816126e-06,9.364060311910595e-08,3.1958051390991474e-06,3.275766431719714e-06
bci_iv2a_real_s1,knn__k3,directed_tv,0.3,20,5.893638316386751e-06,5.882602424125481e-06,6.440940531470898e-08,5.86616897189325e-06,5.921836775191673e-06
bci_iv2a_real_s1,knn__k3,directed_tv,0.4,6,7.585680947153379e-06,7.585402895024111e-06,6.499339622356466e-08,7.539731430541462e-06,7.631644118241056e-06
bci_iv2a_real_s1,knn__k3,graph_time_tikhonov,0.1,5,9.33034462101641e-06,9.333080645401722e-06,2.4556347551287238e-08,9.307232862777029e-06,9.346189740472017e-06
bci_iv2a_real_s1,knn__k3,graph_time_tikhonov,0.2,35,8.398234413355848e-06,9.776562625085433e-06,1.981538235938457e-06,7.719640679312745e-06,9.026099018394126e-06
bci_iv2a_real_s1,knn__k3,graph_time_tikhonov,0.3,5,1.0656011655708141e-05,1.066188297763829e-05,5.591931235523812e-08,1.0607252937059944e-05,1.0697655184553271e-05
bci_iv2a_real_s1,knn__k3,heat_diffusion_temporal,0.05,6,1.1284679305857656e-06,1.1162172427387193e-06,8.107599151270389e-08,1.0693662289071771e-06,1.1881999234816252e-06
bci_iv2a_real_s1,knn__k3,heat_diffusion_temporal,0.1,33,2.1535671310437445e-06,2.1580961129364013e-06,9.099933840379073e-08,2.124265685504868e-06,2.183225819149621e-06
bci_iv2a_real_s1,knn__k3,heat_diffusion_temporal,0.2,39,3.970127887518714e-06,3.940144264230541e-06,1.257029596382867e-07,3.929860132284026e-06,4.0064776472479905e-06
bci_iv2a_real_s1,knn__k3,heat_diffusion_temporal,0.3,23,6.675486748501816e-06,6.679708082616318e-06,1.0817190962904605e-07,6.633907395454537e-06,6.719493628175879e-06
bci_iv2a_real_s1,knn__k3,mean,0.1,16,1.262245105974602e-06,1.2371831951719345e-06,4.7805456254202916e-08,1.240507660490094e-06,1.2849143057158497e-06
bci_iv2a_real_s1,knn__k3,mean,0.2,33,2.405128979923749e-06,2.3885714213053383e-06,7.80533097013313e-08,2.3788591567916097e-06,2.429985321892632e-06
bci_iv2a_real_s1,knn__k3,mean,0.3,11,4.399526089482979e-06,4.454840491799747e-06,1.070671673704644e-07,4.338306240006989e-06,4.462821509961351e-06
bci_iv2a_real_s1,knn__k3,nearest,0.1,5,1.321222941080729e-06,1.2742360432942709e-06,7.9367179618275e-08,1.2644627888997396e-06,1.3912137349446613e-06
bci_iv2a_real_s1,knn__k3,nearest,0.2,19,2.5585402103892545e-06,2.575658162434896e-06,7.141238103731291e-08,2.5283307443585314e-06,2.5889891239634734e-06
bci_iv2a_real_s1,knn__k3,nearest,0.3,5,4.6933835347493485e-06,4.685084025065104e-06,8.598500926236536e-08,4.628201802571614e-06,4.754572550455729e-06
bci_iv2a_real_s1,knn__k3,puy,0.1,6,1.1822272247019489e-05,1.182094381718677e-05,3.3899275953168766e-08,1.179953005267539e-05,1.1848657577772986e-05
bci_iv2a_real_s1,knn__k3,puy,0.2,6,1.2173642224562158e-05,1.2175881979004571e-05,3.9720989920313654e-08,1.2144677355082291e-05,1.2201667565743966e-05
bci_iv2a_real_s1,knn__k3,puy,0.3,6,1.2687210899623527e-05,1.2675844232776887e-05,8.466128175121571e-08,1.2625949099307352e-05,1.2746157090854952e-05
bci_iv2a_real_s1,knn__k3,sobolev_temporal,0.1,8,7.659877415972988e-07,7.630721399172401e-07,3.964554664174057e-08,7.404878792275523e-07,7.914899480385112e-07
bci_iv2a_real_s1,knn__k3,sobolev_temporal,0.2,8,1.521887528211e-06,1.5129832494363514e-06,3.51294376201131e-08,1.5014305399058431e-06,1.5460938580298842e-06
bci_iv2a_real_s1,knn__k3,temporal_laplacian,0.1,8,1.4256528727873766e-05,1.4257731866601694e-05,6.408395938757592e-09,1.4252368207194466e-05,1.4260555598071169e-05
bci_iv2a_real_s1,knn__k3,temporal_laplacian,0.2,38,1.3247201944046948e-05,1.4729695490532531e-05,2.1986756792675262e-06,1.2509335703511657e-05,1.390217347939876e-05
bci_iv2a_real_s1,knn__k3,tikhonov,0.2,14,5.399088604248266e-06,5.405887127497689e-06,6.197828353633923e-08,5.364227760729328e-06,5.425857361901891e-06
bci_iv2a_real_s1,knn__k3,trss,0.05,6,4.2938267716067894e-07,4.1577255794203387e-07,3.5746640178751103e-08,4.0484024810185e-07,4.5668937866108715e-07
bci_iv2a_real_s1,knn__k3,trss,0.1,36,8.572332090223389e-07,8.53708916795337e-07,4.366792295404954e-08,8.429275620942204e-07,8.702589461520304e-07
bci_iv2a_real_s1,knn__k3,trss,0.2,67,1.5007710740583726e-06,1.6576534229759658e-06,3.4076887710700806e-07,1.4139561117672328e-06,1.5774948195282352e-06
bci_iv2a_real_s1,knn__k3,trss,0.3,35,3.217715002545027e-06,3.2594083898718594e-06,7.694652023345837e-08,3.1931014957155213e-06,3.2430584062646284e-06
bci_iv2a_real_s1,knn__k3,trss,0.4,6,4.227884996452509e-06,4.238093850968476e-06,6.497618536967233e-08,4.179543529365177e-06,4.272748123347242e-06
bci_iv2a_real_s1,knn__k3,tv,0.1,16,1.262171680422532e-06,1.2371171765586735e-06,4.779534354177123e-08,1.2406095847465412e-06,1.286068935986704e-06
bci_iv2a_real_s1,knn__k3,tv,0.2,49,2.411966311016063e-06,2.3885070333435096e-06,6.958905913574298e-08,2.3924994750262575e-06,2.4303133452906423e-06
bci_iv2a_real_s1,knn__k3,tv,0.3,11,4.399192791306876e-06,4.454518465777576e-06,1.0705680934622773e-07,4.339739577608421e-06,4.458650315099483e-06
bci_iv2a_real_s1,knn__k5,heat_diffusion_temporal,0.2,9,3.226289612273222e-06,3.1860367406927048e-06,8.934732726141284e-08,3.1720286524933552e-06,3.282701613412363e-06
bci_iv2a_real_s1,knn__k5,heat_diffusion_temporal,0.3,9,5.543688082583493e-06,5.537360917485688e-06,9.481625596298644e-08,5.486122860112505e-06,5.5980436692211064e-06
bci_iv2a_real_s1,knn__k5,trss,0.2,4,1.6815193619074477e-06,1.6678944575685775e-06,4.225706775739054e-08,1.6540749813693599e-06,1.7220643214405355e-06
bci_iv2a_real_s1,knn__k5,trss,0.3,4,3.232788446094818e-06,3.244582075067954e-06,6.975149467521835e-08,3.167225350108936e-06,3.286557913107564e-06
bci_iv2a_real_s1,knn__k7,heat_diffusion_temporal,0.2,4,2.961884649673204e-06,2.939012296645294e-06,8.240075909841178e-08,2.9008355574440735e-06,3.0328673920446993e-06
bci_iv2a_real_s1,knn__k7,heat_diffusion_temporal,0.3,4,5.172418679512311e-06,5.195636365422123e-06,9.519638934911323e-08,5.0863617986016406e-06,5.249015480284825e-06
bci_iv2a_real_s1,knn__k7,trss,0.2,4,1.60534233144106e-06,1.5888469709183636e-06,4.3441384588137123e-08,1.5789528940267288e-06,1.6482271293780873e-06
bci_iv2a_real_s1,knn__k7,trss,0.3,4,3.1231833023980337e-06,3.1359704647447793e-06,6.401052760807317e-08,3.059689904897575e-06,3.173889537551747e-06
bci_iv2a_real_s2,gaussian__sigma0.6,heat_diffusion_temporal,0.2,9,7.707347681609609e-07,7.614655272152853e-07,2.1578149192467492e-08,7.576628245546593e-07,7.843713753296725e-07
bci_iv2a_real_s2,gaussian__sigma0.6,heat_diffusion_temporal,0.3,9,1.3648171768395508e-06,1.3694453661848215e-06,1.9037703153021415e-08,1.3524398782882445e-06,1.375888153797176e-06
bci_iv2a_real_s2,gaussian__sigma0.6,trss,0.2,4,5.082443775665524e-07,5.101605181794117e-07,1.3163243561669872e-08,4.948924518934918e-07,5.189835395589195e-07
bci_iv2a_real_s2,gaussian__sigma0.6,trss,0.3,4,9.477351243685203e-07,9.520038891376373e-07,1.4964885988029153e-08,9.331317136953009e-07,9.580697702726229e-07
bci_iv2a_real_s2,gaussian__sigma1.0,directed_tv,0.1,12,1.4000430622538893e-06,1.3968092310445332e-06,1.364914674293846e-08,1.3931618572662602e-06,1.4076376664719046e-06
bci_iv2a_real_s2,gaussian__sigma1.0,directed_tv,0.2,12,2.833892151890895e-06,2.82852884231725e-06,1.4895970024472858e-08,2.8263575988347907e-06,2.8428020584646596e-06
bci_iv2a_real_s2,gaussian__sigma1.0,directed_tv,0.3,12,5.022759552234791e-06,5.021075827388444e-06,2.96510639751176e-08,5.007515618943078e-06,5.0401617852840155e-06
bci_iv2a_real_s2,gaussian__sigma1.0,directed_tv,0.4,6,6.53384856871599e-06,6.521996224307645e-06,3.2004328583698165e-08,6.51599994309744e-06,6.560137764397939e-06
bci_iv2a_real_s2,gaussian__sigma1.0,heat_diffusion_temporal,0.1,6,3.8840911936914855e-07,3.8727934548728907e-07,1.617481910849442e-08,3.773740143325828e-07,4.009421536306616e-07
bci_iv2a_real_s2,gaussian__sigma1.0,heat_diffusion_temporal,0.2,15,7.687541994839005e-07,7.614655272152853e-07,2.090400514779153e-08,7.586930616384511e-07,7.798146503261693e-07
bci_iv2a_real_s2,gaussian__sigma1.0,heat_diffusion_temporal,0.3,15,1.3627739063599667e-06,1.3694453661848215e-06,2.2182543212389906e-08,1.3516036106175227e-06,1.3730492929667906e-06
bci_iv2a_real_s2,gaussian__sigma1.0,mean,0.1,6,3.474571728947187e-07,3.4507664767178615e-07,1.1776988566044194e-08,3.3960987823178076e-07,3.572351282293146e-07
bci_iv2a_real_s2,gaussian__sigma1.0,mean,0.2,6,6.860613293117947e-07,6.789484024047852e-07,1.9586318210203597e-08,6.728183958265517e-07,7.014156765407984e-07
bci_iv2a_real_s2,gaussian__sigma1.0,mean,0.3,6,1.222506629096137e-06,1.232015572342218e-06,2.5246631820280503e-08,1.2022058574202792e-06,1.2395310246087366e-06
bci_iv2a_real_s2,gaussian__sigma1.0,trss,0.1,6,2.4736014960558644e-07,2.464583527450304e-07,9.80128218424664e-09,2.4062980254878516e-07,2.547364154640182e-07
bci_iv2a_real_s2,gaussian__sigma1.0,trss,0.2,10,5.058432147923511e-07,5.02730742935572e-07,1.2004165954866107e-08,4.990465660408162e-07,5.126795240281404e-07
bci_iv2a_real_s2,gaussian__sigma1.0,trss,0.3,10,9.451614997886162e-07,9.520038891376373e-07,1.7225370367628673e-08,9.352552423632757e-07,9.54448182120372e-07
bci_iv2a_real_s2,gaussian__sigma1.0,tv,0.1,6,3.474571726399702e-07,3.4507664741737716e-07,1.1776988562949538e-08,3.397283647805852e-07,3.5711664116709737e-07
bci_iv2a_real_s2,gaussian__sigma1.0,tv,0.2,6,6.86061328883523e-07,6.789484019669719e-07,1.9586318224215987e-08,6.728183953884037e-07,7.013213895334906e-07
bci_iv2a_real_s2,gaussian__sigma1.0,tv,0.3,6,1.2225066284081943e-06,1.2320155716383415e-06,2.524663182973655e-08,1.202205856722226e-06,1.2397584097785338e-06
bci_iv2a_real_s2,kalofolias,directed_tv,0.1,6,1.4003836050530902e-06,1.3971530985580141e-06,1.4314764390905267e-08,1.3898976267563078e-06,1.4112122534343977e-06
bci_iv2a_real_s2,kalofolias,directed_tv,0.2,6,2.8345252300933028e-06,2.8291605717312734e-06,1.5620856448385138e-08,2.8243498266760033e-06,2.8475556130624694e-06
bci_iv2a_real_s2,kalofolias,directed_tv,0.3,6,5.0237345959120886e-06,5.022052027035411e-06,3.109282685547112e-08,5.0010667757738626e-06,5.046509502610932e-06
bci_iv2a_real_s2,kalofolias,heat_diffusion_temporal,0.1,6,5.242308052584678e-07,5.228256121814955e-07,2.332758699011698e-08,5.077806702438339e-07,5.437797463341362e-07
bci_iv2a_real_s2,kalofolias,heat_diffusion_temporal,0.2,11,1.0348068870657265e-06,1.0290485775828749e-06,2.5814914835709677e-08,1.0214619592112672e-06,1.0486652838270391e-06
bci_iv2a_real_s2,kalofolias,heat_diffusion_temporal,0.3,11,1.8422073499890276e-06,1.8499507132918235e-06,2.6688366818401124e-08,1.8274715105628621e-06,1.8566345845319613e-06
bci_iv2a_real_s2,kalofolias,mean,0.1,6,3.474571728947187e-07,3.4507664767178615e-07,1.1776988566044194e-08,3.3960987823178076e-07,3.5703360432326193e-07
bci_iv2a_real_s2,kalofolias,mean,0.2,6,6.860613293117947e-07,6.789484024047852e-07,1.9586318210203597e-08,6.728183958265517e-07,7.013371785481771e-07
bci_iv2a_real_s2,kalofolias,mean,0.3,6,1.222506629096137e-06,1.232015572342218e-06,2.5246631820280503e-08,1.2030657475290732e-06,1.2395310246087366e-06
