dataset,graph,method,mae_mean,mae_std,snr_mean,snr_std
mne_sample,nnk,bgsrp,0.11878990141840853,0.004782934591976647,17.062341719395395,0.5532257708086993
mne_sample,nnk,ica,0.19119869142899265,0.08795321908057589,6.894789881960967,2.440814437308512
mne_sample,nnk,idw,0.03892809935155729,0.018683831495152386,21.322817317003352,2.63436198412247
mne_sample,nnk,linear,0.04928396188347873,0.023457046941785714,19.341224968767772,2.6702862835871994
mne_sample,nnk,rbfi_tps,0.037973087133076615,0.01847477771813546,22.484744809381322,2.9190257488742164
mne_sample,nnk,sobolev,0.47885469243627554,0.03335767562578478,4.4234963533273355,0.6196064603393783
mne_sample,nnk,spherical_spline,0.04612296398502456,0.023419822009567923,20.99162524898239,3.17233796309988
mne_sample,nnk,temporal_laplacian,0.26235065294742677,0.031840728727058044,9.472302632245702,1.0900862463219885
mne_sample,nnk,tikhonov,0.04648921637685685,0.015737975237686993,22.38349899285665,2.6876909860991516
mne_sample,nnk,trss,0.03368454579737458,0.02058245592044939,23.295062348196144,4.218549344618627
mne_sample,nnk,tv,0.04152455915890713,0.02080026538259828,20.647253451902127,2.822695624261711
mne_sample,nnk,visibility_nnk,0.1937553574923242,0.08865595917756412,6.79716445523736,2.3959471850824596
mne_sample,vknng,bgsrp,0.12716820013602775,0.005390375238760195,16.40238616569876,0.48505805520617634
mne_sample,vknng,ica,0.19119869142899262,0.08770581150445325,6.894789881960967,2.4339485603114857
mne_sample,vknng,idw,0.03892809935155729,0.018631274903009178,21.322817317003352,2.62695166850316
mne_sample,vknng,linear,0.04928396188347873,0.02339106355666884,19.341224968767772,2.6627749148859503
mne_sample,vknng,rbfi_tps,0.03797308713307662,0.01842280918278871,22.48474480938132,2.910814689714381
mne_sample,vknng,sobolev,0.48510207875360023,0.0272531857068889,4.355892074991355,0.4850945863099662
mne_sample,vknng,spherical_spline,0.04612296398502455,0.023353943336141502,20.991625248982388,3.163414350589764
mne_sample,vknng,temporal_laplacian,0.5740426277989109,0.03484245233862288,2.911016267167723,0.5522503535526425
mne_sample,vknng,tikhonov,0.08432068555821937,0.015303614115669354,18.99807023343745,1.6587336893823126
mne_sample,vknng,trss,0.029763259115441452,0.015462884560794702,23.997311053224035,3.087324496197487
mne_sample,vknng,tv,0.04958539672205731,0.023730302075666256,18.88132573034232,2.607311459696306
mne_sample,vknng,visibility_nnk,0.19375535749232423,0.08840657483213321,6.79716445523736,2.3892075172024687
physionet_eegmmidb_real,aew,bgsrp,10.63719279114421,9.944414110765868,-0.5362895885592055,6.737989093582597
physionet_eegmmidb_real,aew,ica,0.19785779305054133,0.09175000395832245,6.939136447123563,2.486336973192365
physionet_eegmmidb_real,aew,idw,0.07002003980322018,0.03347132229515562,16.049527408131386,2.5928352251005897
physionet_eegmmidb_real,aew,linear,0.10112094386656582,0.04660061477228121,12.784016132070395,2.587915697490013
physionet_eegmmidb_real,aew,rbfi_tps,0.05790737504921721,0.029029473944251,17.95718694568509,2.8843214615575223
physionet_eegmmidb_real,aew,sobolev,0.5137590931874837,0.04603392654723729,3.7337773160326817,0.8451972435222362
physionet_eegmmidb_real,aew,spherical_spline,0.07264225042380712,0.03845172712738501,16.378404101319216,3.3238514994870876
physionet_eegmmidb_real,aew,temporal_laplacian,0.2090713143752491,0.022130877948623368,11.203470706160102,1.17782600202247
physionet_eegmmidb_real,aew,tikhonov,0.06850869101470053,0.03480070277365474,16.190256497986553,2.953526368716883
physionet_eegmmidb_real,aew,trss,0.20115730553314848,0.09259918255557527,6.758186599898955,2.3902028656727947
physionet_eegmmidb_real,aew,tv,0.06878432605677179,0.03485964524093615,16.151740893272258,2.9495818971721146
physionet_eegmmidb_real,aew,visibility_nnk,0.20031134881224322,0.09206785329135417,6.782246908193112,2.391773354934579
physionet_eegmmidb_real,epsilon_ball,bgsrp,0.36024306624168534,0.005346719538819055,7.1857094770814225,0.16200821826518003
physionet_eegmmidb_real,epsilon_ball,ica,0.19785779305054133,0.09175000395832245,6.939136447123563,2.486336973192365
physionet_eegmmidb_real,epsilon_ball,idw,0.07002003980322018,0.03347132229515562,16.049527408131386,2.5928352251005897
physionet_eegmmidb_real,epsilon_ball,linear,0.10112094386656582,0.04660061477228121,12.784016132070395,2.587915697490013
physionet_eegmmidb_real,epsilon_ball,rbfi_tps,0.05790737504921721,0.029029473944251,17.95718694568509,2.8843214615575223
physionet_eegmmidb_real,epsilon_ball,sobolev,0.5728935919399196,0.019760809915234368,3.095117013466536,0.28793452455318225
physionet_eegmmidb_real,epsilon_ball,spherical_spline,0.07264225042380712,0.03845172712738501,16.378404101319216,3.3238514994870876
physionet_eegmmidb_real,epsilon_ball,temporal_laplacian,0.7753913793435441,0.007654341110215537,0.5558547650807367,0.0896703786591911
physionet_eegmmidb_real,epsilon_ball,tikhonov,0.3026091423122454,0.01464780609514273,8.517916725712523,0.4716340846652329
physionet_eegmmidb_real,epsilon_ball,trss,0.07917139229500597,0.03911865772967434,14.906338597626176,2.747340838085302
physionet_eegmmidb_real,epsilon_ball,tv,0.09823919581334564,0.045617815002823636,12.925044161699018,2.4773560052291943
physionet_eegmmidb_real,epsilon_ball,visibility_nnk,0.20031134881224322,0.09206785329135417,6.782246908193112,2.391773354934579
physionet_eegmmidb_real,knn__k3,bgsrp,0.22832824011442535,0.007109812504764267,11.170195704973057,0.44821817322073887
physionet_eegmmidb_real,knn__k3,ica,0.19785779305054133,0.09253757208559228,6.939136447123563,2.507679312911809
physionet_eegmmidb_real,knn__k3,idw,0.07002003980322018,0.03375863505243043,16.049527408131386,2.615091729672289
physionet_eegmmidb_real,knn__k3,linear,0.10112094386656582,0.04700062738614987,12.784016132070395,2.610129973582363
physionet_eegmmidb_real,knn__k3,rbfi_tps,0.05790737504921721,0.02927865854854037,17.95718694568509,2.909080039801889
physionet_eegmmidb_real,knn__k3,sobolev,0.5329771358259133,0.02771378813199819,3.768504556097015,0.44717772157614555
physionet_eegmmidb_real,knn__k3,spherical_spline,0.07264225042380712,0.03878179092485102,16.378404101319216,3.352382936956705
physionet_eegmmidb_real,knn__k3,temporal_laplacian,0.5886008640125966,0.030930375589324557,2.7459922155081093,0.475742540689015
physionet_eegmmidb_real,knn__k3,tikhonov,0.11424831321931123,0.026105037196476437,15.51904839602388,2.0462423214268384
physionet_eegmmidb_real,knn__k3,trss,0.05626411118045726,0.028934788535331955,18.159855425416787,2.9234498456792855
physionet_eegmmidb_real,knn__k3,tv,0.08159960552879193,0.04121620357781069,14.735058336482243,2.7764710187876593
physionet_eegmmidb_real,knn__k3,visibility_nnk,0.20031134881224322,0.09285814978912175,6.782246908193112,2.4123039748880712
physionet_eegmmidb_real,knn__k5,bgsrp,0.2083544135307696,0.007540525598468989,11.835224151252133,0.37740843172536387
physionet_eegmmidb_real,knn__k5,ica,0.19785779305054133,0.09253757208559228,6.939136447123563,2.507679312911809
physionet_eegmmidb_real,knn__k5,idw,0.07002003980322018,0.03375863505243043,16.049527408131386,2.615091729672289
physionet_eegmmidb_real,knn__k5,linear,0.10112094386656582,0.04700062738614987,12.784016132070395,2.610129973582363
physionet_eegmmidb_real,knn__k5,rbfi_tps,0.05790737504921721,0.02927865854854037,17.95718694568509,2.909080039801889
physionet_eegmmidb_real,knn__k5,sobolev,0.5522746467318331,0.024080116021569505,3.4369324730305957,0.36888129056394015
physionet_eegmmidb_real,knn__k5,spherical_spline,0.07264225042380712,0.03878179092485102,16.378404101319216,3.352382936956705
physionet_eegmmidb_real,knn__k5,temporal_laplacian,0.6566989390848843,0.02379573209583117,1.9170268311377228,0.32979619911185
physionet_eegmmidb_real,knn__k5,tikhonov,0.13907946787416747,0.024611458727857544,14.511774247215167,1.634791716135546
physionet_eegmmidb_real,knn__k5,trss,0.05507012302774695,0.027865941395123883,18.281720831618244,2.823842004129447
physionet_eegmmidb_real,knn__k5,tv,0.09136932015621455,0.04536818330133348,13.705939816401429,2.7445001107861366
physionet_eegmmidb_real,knn__k5,visibility_nnk,0.20031134881224322,0.09285814978912175,6.782246908193112,2.4123039748880712
physionet_eegmmidb_real,knn__k7,bgsrp,0.23269355009185025,0.00836700658772916,11.000284211322974,0.3603894675950047
physionet_eegmmidb_real,knn__k7,ica,0.19785779305054133,0.09253757208559228,6.939136447123563,2.507679312911809
physionet_eegmmidb_real,knn__k7,idw,0.07002003980322018,0.03375863505243043,16.049527408131386,2.615091729672289
physionet_eegmmidb_real,knn__k7,linear,0.10112094386656582,0.04700062738614987,12.784016132070395,2.610129973582363
physionet_eegmmidb_real,knn__k7,rbfi_tps,0.05790737504921721,0.02927865854854037,17.95718694568509,2.909080039801889
physionet_eegmmidb_real,knn__k7,sobolev,0.5631444996127751,0.021969231508955262,3.2563380718838246,0.3278713996222309
physionet_eegmmidb_real,knn__k7,spherical_spline,0.07264225042380712,0.03878179092485102,16.378404101319216,3.352382936956705
physionet_eegmmidb_real,knn__k7,temporal_laplacian,0.699095900520135,0.018480858635304923,1.4185966474304583,0.24115128614289805
physionet_eegmmidb_real,knn__k7,tikhonov,0.1727344568975186,0.024149143601798356,12.995925828054652,1.329732286833969
physionet_eegmmidb_real,knn__k7,trss,0.05899217708253028,0.029907365614674462,17.640233327029907,2.796226235777471
physionet_eegmmidb_real,knn__k7,tv,0.09487802048159823,0.04610080750265899,13.31706292807968,2.659777869476529
physionet_eegmmidb_real,knn__k7,visibility_nnk,0.20031134881224322,0.09285814978912175,6.782246908193112,2.4123039748880712
physionet_eegmmidb_real,knn__k9,bgsrp,0.25073334205792164,0.009842714084485322,10.301613459743795,0.37523400359438286
physionet_eegmmidb_real,knn__k9,ica,0.19785779305054133,0.09253757208559228,6.939136447123563,2.507679312911809
physionet_eegmmidb_real,knn__k9,idw,0.07002003980322018,0.03375863505243043,16.049527408131386,2.615091729672289
physionet_eegmmidb_real,knn__k9,linear,0.10112094386656582,0.04700062738614987,12.784016132070395,2.610129973582363
physionet_eegmmidb_real,knn__k9,rbfi_tps,0.05790737504921721,0.02927865854854037,17.95718694568509,2.909080039801889
physionet_eegmmidb_real,knn__k9,sobolev,0.5679070465555827,0.021002089335081686,3.1771274850295517,0.3097605741830688
physionet_eegmmidb_real,knn__k9,spherical_spline,0.07264225042380712,0.03878179092485102,16.378404101319216,3.352382936956705
physionet_eegmmidb_real,knn__k9,temporal_laplacian,0.7232965043683655,0.015212279018794808,1.145543997110541,0.19293061651109056
physionet_eegmmidb_real,knn__k9,tikhonov,0.1986986282251439,0.023462930946592304,11.928173234076219,1.127084404480831
physionet_eegmmidb_real,knn__k9,trss,0.061415300511373214,0.031202255613786794,17.27185760457401,2.806476447488448
physionet_eegmmidb_real,knn__k9,tv,0.09644588110078768,0.046185800340065336,13.142330689951502,2.6024882310575435
physionet_eegmmidb_real,knn__k9,visibility_nnk,0.20031134881224322,0.09285814978912175,6.782246908193112,2.4123039748880712
physionet_eegmmidb_real,knng,bgsrp,0.22438955936428492,0.012070499820896039,11.294532656312546,0.5175202898243352
physionet_eegmmidb_real,knng,ica,0.19785779305054133,0.09136368643635165,6.939136447123563,2.4758681394394593
physionet_eegmmidb_real,knng,idw,0.07002003980322018,0.0333303897858554,16.049527408131386,2.5819179756637993
physionet_eegmmidb_real,knng,linear,0.10112094386656582,0.046404400785965506,12.784016132070395,2.577019161945688
physionet_eegmmidb_real,knng,rbfi_tps,0.05790737504921721,0.028907244037390683,17.95718694568509,2.8721768962003114
physionet_eegmmidb_real,knng,sobolev,0.5452899521747764,0.02834860484329924,3.5584657150905787,0.45408165271281886
physionet_eegmmidb_real,knng,spherical_spline,0.07264225042380712,0.03828982439933611,16.378404101319216,3.3098562731188785
physionet_eegmmidb_real,knng,temporal_laplacian,0.6328978794319667,0.054267742315615736,2.2115281887667004,0.6922422784677918
physionet_eegmmidb_real,knng,tikhonov,0.13493608877059718,0.03471692686561981,14.642401395524356,2.052018990626748
physionet_eegmmidb_real,knng,trss,0.0566330499167576,0.028584047164639966,18.06265188087982,2.842146729862829
physionet_eegmmidb_real,knng,tv,0.08733316959413218,0.043376601284697516,14.126229181223255,2.7776163473108406
physionet_eegmmidb_real,knng,visibility_nnk,0.20031134881224322,0.09168019745045797,6.782246908193112,2.3817026855533117
physionet_eegmmidb_real,nnk,bgsrp,0.21343582405049277,0.011087383452209906,11.599779691438444,0.6275915810153461
physionet_eegmmidb_real,nnk,ica,0.19785779305054133,0.09175000395832245,6.939136447123563,2.486336973192365
physionet_eegmmidb_real,nnk,idw,0.07002003980322018,0.03347132229515562,16.049527408131386,2.5928352251005897
physionet_eegmmidb_real,nnk,linear,0.10112094386656582,0.04660061477228121,12.784016132070395,2.587915697490013
physionet_eegmmidb_real,nnk,rbfi_tps,0.05790737504921721,0.029029473944251,17.95718694568509,2.8843214615575223
physionet_eegmmidb_real,nnk,sobolev,0.5151687950311971,0.03298738552456566,4.0493175900025165,0.5623914499013168
physionet_eegmmidb_real,nnk,spherical_spline,0.07264225042380712,0.03845172712738501,16.378404101319216,3.3238514994870876
physionet_eegmmidb_real,nnk,temporal_laplacian,0.42462342967816646,0.040072600208204245,5.336327633617378,0.8627175668918031
physionet_eegmmidb_real,nnk,tikhonov,0.07977773013889579,0.027586907105708554,17.09081109130937,2.631957872788898
physionet_eegmmidb_real,nnk,trss,0.05556574515813265,0.029989710712806122,18.288514924067055,3.2625447811511328
physionet_eegmmidb_real,nnk,tv,0.07153135911876322,0.03642364388081224,15.928780021175688,2.858666880516815
physionet_eegmmidb_real,nnk,visibility_nnk,0.20031134881224322,0.09206785329135417,6.782246908193112,2.391773354934579
physionet_eegmmidb_real,vknng,bgsrp,0.21524949406874222,0.01317037243225466,11.536612684379843,0.4794247101110088
physionet_eegmmidb_real,vknng,ica,0.19785779305054135,0.0914919162348046,6.9391364471235635,2.4793430438013537
physionet_eegmmidb_real,vknng,idw,0.07002003980322018,0.033377169303312554,16.049527408131386,2.5855417219743435
physionet_eegmmidb_real,vknng,linear,0.10112094386656582,0.04646952980157566,12.784016132070393,2.5806360327248234
physionet_eegmmidb_real,vknng,rbfi_tps,0.05790737504921722,0.02894781562793533,17.957186945685095,2.8762080236524374
physionet_eegmmidb_real,vknng,sobolev,0.5549461569369776,0.023961513887242807,3.39267061234215,0.3669861189549172
physionet_eegmmidb_real,vknng,spherical_spline,0.07264225042380713,0.03834356453020251,16.378404101319216,3.3145016877181015
physionet_eegmmidb_real,vknng,temporal_laplacian,0.6686069332368549,0.030781966239425987,1.7780120475869898,0.3946882927762314
physionet_eegmmidb_real,vknng,tikhonov,0.14862719413076744,0.029027755688197942,14.053094850359857,1.6856789634538625
physionet_eegmmidb_real,vknng,trss,0.05612692360691982,0.028189651060186092,18.106946452512076,2.7948713102798135
physionet_eegmmidb_real,vknng,tv,0.09229300958947903,0.045033030319763113,13.600516655132232,2.692472718048842
physionet_eegmmidb_real,vknng,visibility_nnk,0.20031134881224325,0.09180887147511427,6.782246908193111,2.3850454278096263
