method,missing_ratio,metric,mean,std,median,ci95_lo,ci95_hi,n
sobolev,0.3,rmse,0.64,0.0817,0.6788,0.437,0.8429,3
sobolev,0.3,snr,1.1503,1.4485,0.4233,-2.4481,4.7486,3
sobolev,0.3,dtw,,,,,,0
sobolev,0.4,mae,0.5673,0.0731,0.6029,0.3856,0.7489,3
sobolev,0.4,rmse,0.6454,0.0719,0.6795,0.4668,0.824,3
sobolev,0.4,snr,1.0572,1.2916,0.4081,-2.1514,4.2658,3
sobolev,0.4,dtw,,,,,,0
spherical_spline,0.1,mae,0.0853,0.0,0.0853,,,3
spherical_spline,0.1,rmse,0.2733,0.0,0.2733,,,3
spherical_spline,0.1,snr,-0.558,0.0,-0.558,,,3
spherical_spline,0.1,dtw,,,,,,0
spherical_spline,0.2,mae,0.1252,0.0,0.1252,,,3
spherical_spline,0.2,rmse,0.3272,0.0,0.3272,,,3
spherical_spline,0.2,snr,-0.5,0.0,-0.5,,,3
spherical_spline,0.2,dtw,,,,,,0
spherical_spline,0.3,mae,0.2019,0.0,0.2019,,,3
spherical_spline,0.3,rmse,0.4161,0.0,0.4161,0.4161,0.4161,3
spherical_spline,0.3,snr,-0.4065,0.0,-0.4065,,,3
spherical_spline,0.3,dtw,,,,,,0
spherical_spline,0.4,mae,0.2385,0.0,0.2385,0.2385,0.2385,3
spherical_spline,0.4,rmse,0.4473,0.0,0.4473,0.4473,0.4473,3
spherical_spline,0.4,snr,-0.2628,0.0,-0.2628,,,3
spherical_spline,0.4,dtw,,,,,,0
spline_surface,0.1,mae,0.0951,0.0,0.0951,,,3
spline_surface,0.1,rmse,0.3316,0.0,0.3316,,,3
spline_surface,0.1,snr,-2.2661,0.0,-2.2661,,,3
spline_surface,0.1,dtw,,,,,,0
spline_surface,0.2,mae,0.1479,0.0,0.1479,,,3
spline_surface,0.2,rmse,0.4116,0.0,0.4116,,,3
spline_surface,0.2,snr,-2.465,0.0,-2.465,,,3
spline_surface,0.2,dtw,,,,,,0
spline_surface,0.3,mae,0.2493,0.0,0.2493,,,3
spline_surface,0.3,rmse,0.5384,0.0,0.5384,,,3
spline_surface,0.3,snr,-2.685,0.0,-2.685,,,3
spline_surface,0.3,dtw,,,,,,0
spline_surface,0.4,mae,0.3169,0.0,0.3169,,,3
spline_surface,0.4,rmse,0.6306,0.0,0.6306,,,3
spline_surface,0.4,snr,-3.2061,0.0,-3.2061,,,3
spline_surface,0.4,dtw,,,,,,0
temporal_laplacian,0.1,mae,0.4696,0.1455,0.469,0.108,0.8311,3
temporal_laplacian,0.1,rmse,0.5394,0.1507,0.5329,0.1651,0.9137,3
temporal_laplacian,0.1,snr,3.0546,2.9205,2.7332,-4.2002,10.3094,3
temporal_laplacian,0.1,dtw,,,,,,0
temporal_laplacian,0.2,mae,0.4791,0.1369,0.479,0.1389,0.8193,3
temporal_laplacian,0.2,rmse,0.5561,0.1331,0.5459,0.2254,0.8868,3
temporal_laplacian,0.2,snr,2.9346,2.8273,2.5784,-4.0889,9.9581,3
temporal_laplacian,0.2,dtw,,,,,,0
temporal_laplacian,0.3,mae,0.5038,0.1127,0.5041,0.2239,0.7837,3
temporal_laplacian,0.3,rmse,0.5833,0.1071,0.5749,0.3171,0.8494,3
temporal_laplacian,0.3,snr,2.4344,2.2861,2.155,-3.2445,8.1133,3
temporal_laplacian,0.3,dtw,,,,,,0
temporal_laplacian,0.4,mae,0.513,0.1074,0.5136,0.2463,0.7797,3
temporal_laplacian,0.4,rmse,0.6083,0.0908,0.5963,0.3827,0.834,3
temporal_laplacian,0.4,snr,2.3444,2.307,2.0181,-3.3865,8.0753,3
temporal_laplacian,0.4,dtw,,,,,,0
tikhonov,0.1,mae,0.3107,0.2556,0.216,-0.3242,0.9456,3
tikhonov,0.1,rmse,0.4343,0.2174,0.3148,-0.1057,0.9743,3
tikhonov,0.1,snr,11.0747,10.9229,10.6768,-16.0593,38.2087,3
tikhonov,0.1,dtw,,,,,,0
tikhonov,0.2,mae,0.3353,0.2354,0.2456,-0.2496,0.9202,3
tikhonov,0.2,rmse,0.4722,0.1877,0.3672,0.0059,0.9385,3
tikhonov,0.2,snr,10.3446,10.2476,9.9273,-15.1119,35.801,3
tikhonov,0.2,dtw,,,,,,0
tikhonov,0.3,mae,0.3843,0.1911,0.3049,-0.0904,0.859,3
tikhonov,0.3,rmse,0.5381,0.1356,0.483,0.2014,0.8749,3
tikhonov,0.3,snr,8.8924,8.872,8.4156,-13.1469,30.9317,3
tikhonov,0.3,dtw,,,,,,0
tikhonov,0.4,mae,0.4051,0.1723,0.3302,-0.023,0.8332,3
tikhonov,0.4,rmse,0.5603,0.1168,0.5222,0.2702,0.8505,3
tikhonov,0.4,snr,8.0721,8.0196,7.6503,-11.8497,27.9939,3
tikhonov,0.4,dtw,,,,,,0
trss,0.1,mae,0.0867,0.0078,0.0832,0.0672,0.1062,3
trss,0.1,rmse,0.2821,0.0208,0.2701,0.2304,0.3337,3
trss,0.1,snr,-0.8359,0.6188,-0.4841,-2.373,0.7012,3
trss,0.1,dtw,,,,,,0
trss,0.2,mae,0.1249,0.0016,0.124,0.121,0.1288,3
trss,0.2,rmse,0.3335,0.011,0.3285,0.3062,0.3608,3
trss,0.2,snr,-0.6615,0.2852,-0.5279,-1.3699,0.0469,3
trss,0.2,dtw,,,,,,0
trss,0.3,mae,0.2105,0.009,0.2078,0.1882,0.2328,3
trss,0.3,rmse,0.434,0.0259,0.4222,0.3696,0.4984,3
trss,0.3,snr,-0.7802,0.4985,-0.5575,-2.0185,0.4581,3
trss,0.3,dtw,,,,,,0
trss,0.4,mae,0.2426,0.0057,0.2429,0.2285,0.2568,3
trss,0.4,rmse,0.4608,0.0147,0.4576,0.4243,0.4973,3
trss,0.4,snr,-0.5189,0.2744,-0.4678,-1.2007,0.1628,3
trss,0.4,dtw,,,,,,0
tv,0.1,mae,0.0849,0.0005,0.0851,0.0838,0.0861,3
tv,0.1,rmse,0.2754,0.0043,0.2733,0.2647,0.286,3
tv,0.1,snr,-0.6323,0.1482,-0.5581,-1.0006,-0.2641,3
tv,0.1,dtw,,,,,,0
tv,0.2,mae,0.1256,0.0008,0.1252,0.1235,0.1277,3
tv,0.2,rmse,0.3313,0.0074,0.3272,0.313,0.3497,3
tv,0.2,snr,-0.6038,0.1866,-0.5,-1.0674,-0.1402,3
tv,0.2,dtw,,,,,,0
tv,0.3,mae,0.2058,0.0063,0.2023,0.19,0.2215,3
tv,0.3,rmse,0.4247,0.0149,0.4161,0.3876,0.4618,3
tv,0.3,snr,-0.5928,0.3235,-0.4067,-1.3965,0.2108,3
tv,0.3,dtw,,,,,,0
tv,0.4,mae,0.2399,0.0023,0.2386,0.2341,0.2456,3
tv,0.4,rmse,0.4544,0.0121,0.4474,0.4242,0.4845,3
tv,0.4,snr,-0.3945,0.2261,-0.2651,-0.9562,0.1672,3
tv,0.4,dtw,,,,,,0
wavelet_temporal,0.1,mae,0.1117,0.0149,0.1162,0.0746,0.1487,3
wavelet_temporal,0.1,rmse,0.2814,0.0215,0.2861,0.2279,0.3349,3
wavelet_temporal,0.1,snr,16.0963,5.4194,13.7408,2.6337,29.5589,3
wavelet_temporal,0.1,dtw,,,,,,0
wavelet_temporal,0.2,mae,0.1486,0.014,0.1528,0.1138,0.1835,3
wavelet_temporal,0.2,rmse,0.3322,0.0176,0.3363,0.2884,0.376,3
wavelet_temporal,0.2,snr,14.9775,5.2329,12.6965,1.9783,27.9767,3
wavelet_temporal,0.2,dtw,,,,,,0
wavelet_temporal,0.3,mae,0.2203,0.0113,0.2236,0.1923,0.2483,3
wavelet_temporal,0.3,rmse,0.4092,0.0087,0.41,0.3876,0.4309,3
wavelet_temporal,0.3,snr,12.8604,4.6323,10.7983,1.353,24.3678,3
wavelet_temporal,0.3,dtw,,,,,,0
wavelet_temporal,0.4,mae,0.2592,0.0119,0.2629,0.2296,0.2887,3
wavelet_temporal,0.4,rmse,0.4467,0.0096,0.4484,0.4229,0.4704,3
wavelet_temporal,0.4,snr,11.236,4.3798,9.2526,0.3559,22.1162,3
wavelet_temporal,0.4,dtw,,,,,,0
