dataset,scenario,missing_ratio,grupo,method,family,runs,mae_mean,mae_std,rmse_mean,rmse_std,dtw_mean,dtw_std,snr_mean,snr_std,mae_ci95,rmse_ci95,dtw_ci95,snr_ci95
synthetic,midline_central,0.2,TV/Tiempo,tv,tv_time,69,0.1008411558544989,0.0012379128525952,0.2772218915681761,0.0028483877714926,0.7877756683322528,0.0297828397607635,0.958317315692108,0.1105722884693308,0.0002920933018188,0.0006720949599088,0.0070274478409559,0.0260902249790512
synthetic,midline_central,0.3,Baseline,spherical_spline,instant,23,0.1872621400354685,0.0,0.3939801186246857,0.0,1.2515818093200055,0.0,0.3565253563742189,0.0,0.0,0.0,0.0,0.0
synthetic,midline_central,0.3,GSP,gsmooth,instant,69,0.1907677990308864,0.003219291522557,0.4007674769301904,0.0070719793283663,1.2301014949823383,0.0274624755773978,0.1806728412368989,0.1683823770580712,0.0007596120262986,0.0016686778783225,0.0064799433584549,0.0397308779692213
synthetic,midline_central,0.3,TV/Tiempo,tv,tv_time,69,0.1883244762246329,0.0023984979768779,0.3959318330589477,0.0061009529617165,1.234655920100764,0.0398820522083001,0.3121076145843086,0.1282088245297685,0.000565940641139,0.0014395581167875,0.0094104203606985,0.0302516762797141
synthetic,midline_central,0.4,Baseline,spherical_spline,instant,23,0.233389908669129,0.0,0.43164913978838,0.0,1.674215851995909,0.0,0.6423561474461754,0.0,0.0,0.0,0.0,0.0
synthetic,midline_central,0.4,GSP,gsmooth,instant,69,0.2358276405499191,0.0030897182030022,0.436195565917068,0.0061028882783675,1.6695742441668415,0.0339095493163254,0.5365734456060542,0.1344474201534609,0.0007290383888595,0.0014400147668897,0.0080011708435116,0.0317237120458962
synthetic,midline_central,0.4,TV/Tiempo,tv,tv_time,69,0.2340248726622151,0.0012560798088673,0.4332071833116815,0.0039429856616985,1.6700326338157243,0.0512915134646271,0.6001241721443541,0.0626191511493311,0.0002963799090952,0.0009303721974735,0.0121025543048187,0.0147753814640131
synthetic,occipital_band,0.1,Baseline,spherical_spline,instant,23,0.047422237465791,0.0,0.184639862666719,0.0,0.4038140325837268,0.0,1.26969393362253,0.0,0.0,0.0,0.0,0.0
synthetic,occipital_band,0.1,GSP,gsmooth,instant,69,0.053603485943578,0.0042640029190866,0.210930250374667,0.0189329719505492,0.4083308787116649,0.04287630547934,0.1287141012020892,0.74486843158713,0.0010061182327899,0.0044673534802429,0.0101169332001009,0.1757563782836201
synthetic,occipital_band,0.1,TV/Tiempo,tv,tv_time,69,0.0533527365198384,0.0056867904839628,0.2091985967682675,0.0247597559473954,0.4079006576694431,0.0361213949713416,0.218019651547041,0.9990724734798292,0.0013418338825145,0.0058422197101683,0.008523069698615,0.2357374163481824
synthetic,occipital_band,0.2,Baseline,spherical_spline,instant,23,0.1050430986566703,0.0,0.2932820668849229,0.0,0.7248171986589497,0.0,0.379544240688313,0.0,0.0,0.0,0.0,0.0
synthetic,occipital_band,0.2,GSP,gsmooth,instant,69,0.1080491619220004,0.0028025345899639,0.3008410447607095,0.0077823494075722,0.7439825035384713,0.0152938058705931,0.1064061030291467,0.2506083933787704,0.0006612756141337,0.0018362941539865,0.0036086694186526,0.0591326222456203
synthetic,occipital_band,0.2,TV/Tiempo,tv,tv_time,69,0.1078667575051623,0.0040371680154713,0.2999726723054554,0.0115917064818488,0.7525801492127253,0.027376334621768,0.1282141670200022,0.3530285889940242,0.0009525951145624,0.0027351358481329,0.0064596178596939,0.0832993097854335
synthetic,occipital_band,0.3,Baseline,spherical_spline,instant,23,0.1810671958427253,0.0,0.383520656032929,0.0,1.2583097337538758,0.0,0.4995219805913454,0.0,0.0,0.0,0.0,0.0
synthetic,occipital_band,0.3,GSP,gsmooth,instant,69,0.1843482153474396,0.0027781877693356,0.3905649242708589,0.0060200052197778,1.2517776264595044,0.0197269920686086,0.3222672729625848,0.148452082071215,0.000655530829102,0.0014204579893689,0.0046547075072314,0.0350281998633036
synthetic,occipital_band,0.3,TV/Tiempo,tv,tv_time,69,0.1844525822493368,0.0045682150905982,0.3908045627060633,0.0114329071096354,1.2244741653109017,0.0913396084083341,0.3173876345744508,0.2365628888213561,0.0010778990026914,0.0026976661402618,0.0215521534903645,0.0558184973512181
synthetic,occipital_band,0.4,Baseline,spherical_spline,instant,23,0.227231838612868,0.0,0.4193434850734143,0.0,1.747783054823728,0.0,0.759433630595615,0.0,0.0,0.0,0.0,0.0
synthetic,occipital_band,0.4,GSP,gsmooth,instant,69,0.2288618075874262,0.0049577486168417,0.4234297505344343,0.00789442266304,1.7407230101354532,0.0342199760184444,0.7037358557517677,0.2277814094304127,0.0011698118813816,0.001862738541543,0.0080744179708878,0.0537464522110638
synthetic,occipital_band,0.4,TV/Tiempo,tv,tv_time,69,0.229017144866238,0.0059680952990746,0.4251086056177057,0.0122860170517047,1.707739967741129,0.0985657045607298,0.6814827574536292,0.2758758082578924,0.0014082095179974,0.0028989627818397,0.0232571961999449,0.0650946272647908
synthetic,right_lateral_temporal,0.1,Baseline,spherical_spline,instant,23,0.047272843290407,0.0,0.1845745077016465,0.0,0.4069653521713967,0.0,1.4780064788797294,0.0,0.0,0.0,0.0,0.0
synthetic,right_lateral_temporal,0.1,GSP,gsmooth,instant,69,0.0482393356063274,0.0068631114187891,0.1909771680367383,0.027164439897025,0.3623786658808706,0.0324957436964833,1.3959454985504594,1.2721047514051684,0.0016193941850282,0.0064096199703769,0.007667574540053,0.3001610947962482
synthetic,right_lateral_temporal,0.1,TV/Tiempo,tv,tv_time,69,0.0464566526694265,0.0017377005790763,0.1840844168855896,0.0037697732130443,0.369495202747428,0.0368051203737222,1.7131419702888324,0.4596889854791653,0.0004100213505747,0.0008895016338167,0.0086843989956653,0.1084664993152405
synthetic,right_lateral_temporal,0.2,Baseline,spherical_spline,instant,23,0.095758481877063,0.0,0.2638729334897882,0.0,0.8409130248414857,0.0,1.2813074589241271,0.0,0.0,0.0,0.0,0.0
synthetic,right_lateral_temporal,0.2,GSP,gsmooth,instant,69,0.0996904629828188,0.0104370406141707,0.2767967784803526,0.0310378440122484,0.7834866376028397,0.0619510995716217,0.96034316739751,0.9232506808866844,0.0024626851945344,0.0073235739655408,0.0146177505042009,0.2178467888278991
synthetic,right_lateral_temporal,0.2,TV/Tiempo,tv,tv_time,69,0.0964021465512673,0.0040384906300452,0.2672343163348148,0.0110446377959114,0.7862394498372859,0.0634545258712868,1.218136334646247,0.3850910988504316,0.0009529071937666,0.0026060515604448,0.014972493369169,0.0908646600836571
synthetic,right_lateral_temporal,0.3,Baseline,spherical_spline,instant,23,0.1771459021431736,0.0,0.3690106363399465,0.0,1.4144287404703773,0.0,0.8105641107875098,0.0,0.0,0.0,0.0,0.0
synthetic,right_lateral_temporal,0.3,GSP,gsmooth,instant,69,0.1841786843264718,0.0129067637854332,0.3863895526166117,0.0299887294304391,1.3222585343819175,0.0911827261412833,0.4498186264887752,0.6361386928677693,0.0030454318670163,0.0070760287998657,0.0215151361354807,0.1501009144746349
synthetic,right_lateral_temporal,0.3,TV/Tiempo,tv,tv_time,69,0.1821111231464815,0.0055058649985584,0.3839096439544973,0.0157434011588472,1.3018863278213904,0.1210713556163123,0.5396555865149748,0.3029024972343044,0.00129914337946,0.0037147542467994,0.0285675457230357,0.0714717440414687
synthetic,right_lateral_temporal,0.4,Baseline,spherical_spline,instant,23,0.2297043972227153,0.0,0.4226697561681415,0.0,1.7459822859509009,0.0,0.7420731423259299,0.0,0.0,0.0,0.0,0.0
synthetic,right_lateral_temporal,0.4,GSP,gsmooth,instant,69,0.2375292807147443,0.0162563251735268,0.4405733565484431,0.0325626795345136,1.629056305337046,0.1260117913447463,0.4335521689274981,0.6233065100916091,0.0038357818851471,0.007683368470861,0.0297332725198103,0.1470730804645322
synthetic,right_lateral_temporal,0.4,TV/Tiempo,tv,tv_time,69,0.2323747715255092,0.0054337109056252,0.4337396303574707,0.0167530171086078,1.5940292282900588,0.2065099064621792,0.6485011340888088,0.1972033123912579,0.0012821181686784,0.0039529794625052,0.0487273076698192,0.0465313584273796
